Formula,Band Gap,Is Gap Direct,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,X_row,B2_ionic_radius,B1_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,X_is_Cl,X_is_Br,X_is_I,X_is_F,B1_B2_ionic_radius_diff,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,cell_volume,A_radius_ratio_in_cell,B1_X_bond_length,B2_X_bond_length,B1_B2_charge_density_ratio,X_space_occupancy,X_electron_affinity,B_electroneg_avg
K2RbCoF6,3.2015,False,2.35,1.35,0.82,5,4.0,2,0.61,37.0,1.06,1.0,0.88012227,0,0,0,1,0.91,0.474708171,3.16,2.1,10,1.38,103.823,0.587234043,2.805,1.895,0.13377193,0.513636253,3.40119,1.35
K2RbAlF6,5.9464,True,2.35,1.25,0.82,5,3.0,2,0.535,37.0,0.79,1.1,0.894394523,0,0,0,1,0.985,0.416342412,3.16,2.37,24,1.38,98.93164063,0.596756757,2.805,1.82,0.117324561,0.539031359,3.40119,1.215
K2TiTlF6,0.0,False,1.9,1.4,0.82,6,4.0,2,0.67,81.0,0.08,0.5,0.872695078,0,0,0,1,0.83,0.521400778,2.36,2.44,59,1.38,106.496424,0.582278481,2.785,1.955,0.148888889,0.500742228,3.40119,1.58
K2TlRuF6,0.0,False,1.9,1.3,0.82,6,5.0,2,0.68,81.0,0.58,0.6,0.870857825,0,0,0,1,0.82,0.529182879,2.36,1.78,37,1.38,107.171875,0.581052632,2.785,1.965,0.151111111,0.497586299,3.40119,1.91
K2TlMoF6,3.7506,False,1.9,1.45,0.82,6,5.0,2,0.69,81.0,0.54,0.45,0.869028292,0,0,0,1,0.81,0.536964981,2.36,1.82,39,1.38,107.850176,0.579831933,2.785,1.975,0.153333333,0.494456835,3.40119,1.89
K2TlIrF6,2.2493,False,1.9,1.35,0.82,6,6.0,2,0.68,81.0,0.58,0.55,0.870857825,0,0,0,1,0.82,0.529182879,2.36,1.78,4,1.38,107.171875,0.581052632,2.785,1.965,0.151111111,0.497586299,3.40119,1.91
K2TlInF6,3.6161,False,1.9,1.55,0.82,6,5.0,2,0.8,81.0,0.16,0.35,0.849399316,0,0,0,1,0.7,0.622568093,2.36,2.2,32,1.38,115.501303,0.566735113,2.785,2.085,0.177777778,0.461702641,3.40119,1.7
K2TlAsF6,2.726,True,1.9,1.15,0.82,6,4.0,2,0.58,81.0,0.56,0.75,0.889585951,0,0,0,1,0.92,0.451361868,2.36,1.8,48,1.38,100.544625,0.593548387,2.785,1.865,0.128888889,0.530383963,3.40119,1.9
K2RbTiF6,0.0,False,2.35,1.4,0.82,5,4.0,2,0.67,37.0,0.72,0.95,0.869028292,0,0,0,1,0.85,0.521400778,3.16,2.44,15,1.38,107.850176,0.579831933,2.805,1.955,0.146929825,0.494456835,3.40119,1.18
K2RbRuF6,0.0,False,2.35,1.3,0.82,5,5.0,2,0.68,37.0,1.38,1.05,0.86720643,0,0,0,1,0.84,0.529182879,3.16,1.78,7,1.38,108.531333,0.578616352,2.805,1.965,0.149122807,0.491353558,3.40119,1.51
K2RbRhF6,2.2056,True,2.35,1.35,0.82,5,5.0,2,0.665,37.0,1.46,1.0,0.869942097,0,0,0,1,0.855,0.517509728,3.16,1.7,8,1.38,107.5106689,0.58044164,2.805,1.95,0.145833333,0.496018276,3.40119,1.55
K2RbIrF6,2.2706,False,2.35,1.35,0.82,5,6.0,2,0.68,37.0,1.38,1.0,0.86720643,0,0,0,1,0.84,0.529182879,3.16,1.78,40,1.38,108.531333,0.578616352,2.805,1.965,0.149122807,0.491353558,3.40119,1.51
K2RbInF6,5.1078,False,2.35,1.55,0.82,5,5.0,2,0.8,37.0,0.96,0.8,0.84592529,0,0,0,1,0.72,0.622568093,3.16,2.2,12,1.38,116.930169,0.564417178,2.805,2.085,0.175438596,0.456060717,3.40119,1.3
K2RbAuF6,0.7578,False,2.35,1.35,0.82,5,6.0,2,0.85,37.0,1.72,1.0,0.837363294,0,0,0,1,0.67,0.661478599,3.16,1.44,42,1.38,120.553784,0.558704453,2.805,2.135,0.186403509,0.442352408,3.40119,1.68
K2RbAsF6,3.8905,False,2.35,1.15,0.82,5,4.0,2,0.58,37.0,1.36,1.2,0.885776161,0,0,0,1,0.94,0.451361868,3.16,1.8,4,1.38,101.847563,0.591006424,2.805,1.865,0.127192982,0.52359875,3.40119,1.5
K2TlBiF6,3.1816,False,1.9,1.6,0.82,6,6.0,2,1.03,81.0,0.4,0.3,0.811093073,0,0,0,1,0.47,0.80155642,2.36,1.96,2,1.38,132.651,0.541176471,2.785,2.315,0.228888889,0.40201172,3.40119,1.82
K2RbTlF6,3.7342,False,2.35,1.9,0.82,5,6.0,2,1.5,37.0,0.8,0.45,0.739995469,0,0,0,1,0.02,1.167315175,3.16,2.36,44,1.38,174.676879,0.493738819,2.805,2.785,0.328947368,0.305290872,3.40119,1.22
K2LiTlF6,3.5058,True,1.45,1.9,0.82,2,6.0,2,1.5,3.0,0.64,0.45,0.856433679,0,0,0,1,0.74,1.167315175,3.0,2.36,78,1.38,112.678587,0.571428571,2.045,2.785,0.657894737,0.473268773,3.40119,1.3
K2LiRhF6,1.7665,True,1.45,1.35,0.82,2,5.0,2,0.665,3.0,1.3,0.1,1.035437965,0,0,0,1,0.095,0.517509728,3.0,1.7,42,1.38,63.76029988,0.690863579,2.045,1.95,0.291666667,0.836370857,3.40119,1.63
K2LiMnF6,0.0,False,1.45,1.4,0.82,2,4.0,2,0.645,3.0,0.57,0.05,1.040647716,0,0,0,1,0.115,0.501945525,3.0,2.43,22,1.38,62.80748437,0.694339623,2.045,1.93,0.282894737,0.849058949,3.40119,1.265
K2LiInF6,5.2984,True,1.45,1.55,0.82,2,5.0,2,0.8,3.0,0.8,0.1,1.00159193,0,0,0,1,0.04,0.622568093,3.0,2.2,46,1.38,70.444997,0.668280872,2.045,2.085,0.350877193,0.757005592,3.40119,1.38
K2NaTiF6,0.0,False,1.8,1.4,0.82,3,4.0,2,0.67,11.0,0.61,0.4,0.971026918,0,0,0,1,0.35,0.521400778,3.05,2.44,11,1.38,77.308776,0.647887324,2.305,1.955,0.218954248,0.689795641,3.40119,1.235
K2NaRuF6,0.0,False,1.8,1.3,0.82,3,5.0,2,0.68,11.0,1.27,0.5,0.96875285,0,0,0,1,0.34,0.529182879,3.05,1.78,33,1.38,77.854483,0.646370023,2.305,1.965,0.222222222,0.684960642,3.40119,1.565
K2NaIrF6,2.3848,True,1.8,1.35,0.82,3,6.0,2,0.68,11.0,1.27,0.45,0.96875285,0,0,0,1,0.34,0.529182879,3.05,1.78,66,1.38,77.854483,0.646370023,2.305,1.965,0.222222222,0.684960642,3.40119,1.565
K2NaAuF6,0.5742,False,1.8,1.35,0.82,3,6.0,2,0.85,11.0,1.61,0.45,0.931660962,0,0,0,1,0.17,0.661478599,3.05,1.44,68,1.38,87.528384,0.621621622,2.305,2.135,0.277777778,0.609256726,3.40119,1.735
K2LiVF6,0.0,False,1.45,1.35,0.82,2,4.0,2,0.64,3.0,0.65,0.1,1.041958355,0,0,0,1,0.12,0.498054475,3.0,2.35,20,1.38,62.570773,0.695214106,2.045,1.925,0.280701754,0.852271022,3.40119,1.305
K2LiRuF6,0.0,False,1.45,1.3,0.82,2,5.0,2,0.68,3.0,1.22,0.15,1.031564756,0,0,0,1,0.08,0.529182879,3.0,1.78,41,1.38,64.481201,0.688279302,2.045,1.965,0.298245614,0.827020214,3.40119,1.59
K2LiIrF6,2.0832,True,1.45,1.35,0.82,2,6.0,2,0.68,3.0,1.22,0.1,1.031564756,0,0,0,1,0.08,0.529182879,3.0,1.78,74,1.38,64.481201,0.688279302,2.045,1.965,0.298245614,0.827020214,3.40119,1.59
K2LiCrF6,4.1644,False,1.45,1.4,0.82,2,4.0,2,0.615,3.0,0.68,0.05,1.048561387,0,0,0,1,0.145,0.478599222,3.0,2.32,21,1.38,61.39613362,0.699619772,2.045,1.9,0.269736842,0.86857679,3.40119,1.32
K2LiAsF6,4.5591,False,1.45,1.15,0.82,2,4.0,2,0.58,3.0,1.2,0.3,1.057947486,0,0,0,1,0.18,0.451361868,3.0,1.8,30,1.38,59.776471,0.705882353,2.045,1.865,0.254385965,0.892111156,3.40119,1.58
K2ScHgF6,0.0,False,1.5,1.6,0.82,6,4.0,2,0.745,80.0,0.64,0.1,0.936936505,0,0,0,1,0.355,0.579766537,1.98,2.62,59,1.38,86.05817338,0.625141563,2.385,2.03,0.225757576,0.619665217,3.40119,1.68
K2FeHgF6,0.0,False,1.5,1.4,0.82,6,4.0,2,0.645,80.0,0.17,0.1,0.958649981,0,0,0,1,0.455,0.501945525,1.98,2.15,54,1.38,80.34195587,0.6396292,2.385,1.93,0.195454545,0.663753528,3.40119,1.915
K2HgAuF6,0.0,False,1.5,1.35,0.82,6,6.0,2,0.85,80.0,0.54,0.15,0.915171387,0,0,0,1,0.25,0.661478599,1.98,1.44,1,1.38,92.345408,0.610619469,2.385,2.135,0.257575758,0.577475998,3.40119,2.27
K2CrHgF6,0.0,False,1.5,1.4,0.82,6,4.0,2,0.615,80.0,0.34,0.1,0.96536165,0,0,0,1,0.485,0.478599222,1.98,2.32,56,1.38,78.67784913,0.644107351,2.385,1.9,0.186363636,0.677792508,3.40119,1.83
K2CrCuF6,0.6826,False,1.35,1.4,0.82,4,4.0,2,0.615,29.0,0.24,0.05,1.045910157,0,0,0,1,0.155,0.478599222,2.08,2.32,5,1.38,61.86420888,0.697850822,2.055,1.9,0.266233766,0.862004989,3.40119,1.78
K2GaCuF6,0.2188,False,1.35,1.3,0.82,4,4.0,2,0.62,29.0,0.09,0.05,1.044589563,0,0,0,1,0.15,0.482490272,2.08,2.17,2,1.38,62.099136,0.696969697,2.055,1.905,0.268398268,0.858743939,3.40119,1.855
K2NiAuF6,0.0,False,1.35,1.35,0.82,6,0.85,2,79.0,0.6,0.63,0.0,1.028998674,0,0,0,1,0.25,1.44,0.46692607,2.135,51,1.38,64.964808,0.686567164,2.07,1.885,0.235294118,0.820863762,3.40119,2.225
K2CrAuF6,1.5844,False,1.35,1.4,0.82,6,4.0,2,0.615,79.0,0.88,0.05,1.0251734,0,0,0,1,0.235,0.478599222,1.44,2.32,55,1.38,65.69474288,0.68401487,2.135,1.9,0.241176471,0.811743137,3.40119,2.1
K2InAuF6,0.3609,False,1.55,1.35,0.82,6,0.85,2,79.0,0.8,0.76,0.2,0.980230964,0,0,0,1,0.05,1.44,0.622568093,2.135,30,1.38,75.151448,0.654028436,2.2,2.085,0.31372549,0.709597195,3.40119,2.16
K2AlAgF6,3.0675,False,1.6,1.25,0.82,5,3.0,2,0.535,47.0,0.32,0.35,0.97216796,0,0,0,1,0.615,0.416342412,2.05,2.37,34,1.38,77.03688138,0.648648649,2.435,1.82,0.155072464,0.692230211,3.40119,1.77
K2AgRhF6,1.4182,False,1.6,1.35,0.82,5,5.0,2,0.665,47.0,0.35,0.25,0.943346561,0,0,0,1,0.485,0.517509728,2.05,1.7,2,1.38,84.31576662,0.629418472,2.435,1.95,0.192753623,0.632470756,3.40119,2.105
K2MnHgF6,0.3587,False,1.5,1.4,0.82,6,4.0,2,0.645,80.0,0.45,0.1,0.958649981,0,0,0,1,0.455,0.501945525,1.98,2.43,55,1.38,80.34195587,0.6396292,2.385,1.93,0.195454545,0.663753528,3.40119,1.775
K2TlHgF6,0.0,False,1.5,1.9,0.82,6,1.5,2,81.0,1.1,0.38,0.4,0.800111155,0,0,0,1,0.4,2.36,0.856031128,2.785,1,1.38,138.188413,0.53384913,1.98,2.385,0.244444444,0.385902519,3.40119,1.81
K2TiAuF6,0.0,False,1.35,1.4,0.82,6,4.0,2,0.67,79.0,1.0,0.05,1.01138745,0,0,0,1,0.18,0.521400778,1.44,2.44,57,1.38,68.417929,0.674816626,2.135,1.955,0.262745098,0.77943395,3.40119,2.04
K2HgIrF6,0.0,False,1.5,1.35,0.82,6,6.0,2,0.68,80.0,0.2,0.15,0.950936706,0,0,0,1,0.42,0.529182879,1.98,1.78,3,1.38,82.312875,0.634482759,2.385,1.965,0.206060606,0.647860455,3.40119,2.1
K2FeAuF6,1.0919,False,1.35,1.4,0.82,6,4.0,2,0.645,79.0,0.71,0.05,1.017607545,0,0,0,1,0.205,0.501945525,1.44,2.15,53,1.38,67.17097462,0.67896679,2.135,1.93,0.252941176,0.793903274,3.40119,2.185
K2SbAuF6,0.6938,False,1.35,1.45,0.82,6,5.0,2,0.76,79.0,0.49,0.1,0.989611165,0,0,0,1,0.09,0.591439689,1.44,1.93,28,1.38,73.034632,0.660287081,2.135,2.045,0.298039216,0.730163968,3.40119,2.295
K2CuAuF6,0.0,False,1.35,1.35,0.82,4,6.0,2,0.85,29.0,0.64,0.0,0.987249325,0,0,0,1,0.08,0.661478599,2.08,1.44,50,1.38,73.560059,0.658711217,2.055,2.135,0.367965368,0.72494853,3.40119,2.22
K2VHgF6,0.0039,True,1.5,1.35,0.82,6,4.0,2,0.64,80.0,0.37,0.15,0.959762104,0,0,0,1,0.46,0.498054475,1.98,2.35,57,1.38,80.062991,0.64037123,2.385,1.925,0.193939394,0.666066256,3.40119,1.815
K2HgMoF6,0.0,False,1.5,1.45,0.82,6,5.0,2,0.69,80.0,0.16,0.05,0.948755658,0,0,0,1,0.41,0.536964981,1.98,1.82,38,1.38,82.881856,0.633027523,2.385,1.975,0.209090909,0.643412916,3.40119,2.08
K2NiHgF6,1.9584,True,1.5,1.35,0.82,6,4.0,2,0.6,80.0,0.09,0.15,0.96875285,0,0,0,1,0.5,0.46692607,1.98,2.07,52,1.38,77.854483,0.646370023,2.385,1.885,0.181818182,0.684960642,3.40119,1.955
K2AlCuF6,1.1155,False,1.35,1.25,0.82,4,3.0,2,0.535,29.0,0.29,0.1,1.067503141,0,0,0,1,0.235,0.416342412,2.08,2.37,16,1.38,58.18554688,0.712258065,2.055,1.82,0.231601732,0.916503488,3.40119,1.755
K2TlCuF6,0.0,False,1.35,1.9,0.82,6,1.5,2,81.0,0.77,0.28,0.55,0.854664188,0,0,0,1,0.73,2.36,0.59922179,2.785,52,1.38,113.379904,0.570247934,2.08,2.055,0.171111111,0.470341346,3.40119,1.76
K2ScInF6,3.5404,True,1.55,1.6,0.82,5,4.0,2,0.745,49.0,0.42,0.05,1.005242933,0,0,0,1,0.055,0.579766537,2.2,2.62,28,1.38,69.68022088,0.670716889,2.085,2.03,0.310416667,0.765314116,3.40119,1.57
K2InSbF6,2.1143,False,1.55,1.45,0.82,5,0.76,2,51.0,0.8,0.27,0.1,1.00159193,0,0,0,1,0.04,1.93,0.622568093,2.045,2,1.38,70.444997,0.668280872,2.2,2.085,0.350877193,0.757005592,3.40119,1.915
K2LiFeF6,3.9473,True,1.45,1.4,0.82,2,4.0,2,0.645,3.0,0.85,0.05,1.040647716,0,0,0,1,0.115,0.501945525,3.0,2.15,23,1.38,62.80748437,0.694339623,2.045,1.93,0.282894737,0.849058949,3.40119,1.405
K2InAsF6,1.9966,True,1.55,1.15,0.82,4,0.58,2,33.0,0.8,0.4,0.4,1.047234094,0,0,0,1,0.22,1.8,0.622568093,1.865,16,1.38,61.629875,0.698734177,2.2,2.085,0.459770115,0.865282571,3.40119,1.98
K2AlInF6,3.8745,False,1.55,1.25,0.82,5,3.0,2,0.535,49.0,0.17,0.3,1.059302092,0,0,0,1,0.265,0.416342412,2.2,2.37,36,1.38,59.54744262,0.706786172,2.085,1.82,0.222916667,0.895542349,3.40119,1.695
K2YHgF6,0.0,False,1.5,1.8,0.82,6,5.0,2,0.9,80.0,0.78,0.3,0.905158571,0,0,0,1,0.2,0.700389105,1.98,2.76,41,1.38,95.443993,0.603938731,2.385,2.185,0.272727273,0.558728266,3.40119,1.61
K2HgSbF6,0.0,False,1.5,1.45,0.82,6,5.0,2,0.76,80.0,0.05,0.05,0.933764034,0,0,0,1,0.34,0.591439689,1.98,1.93,29,1.38,86.938307,0.623024831,2.385,2.045,0.23030303,0.613391939,3.40119,2.025
K2HgRhF6,0.0,False,1.5,1.35,0.82,6,5.0,2,0.665,80.0,0.28,0.15,0.954227144,0,0,0,1,0.435,0.517509728,1.98,1.7,35,1.38,81.46429537,0.636678201,2.385,1.95,0.201515152,0.654608948,3.40119,2.14
K2InHgF6,0.0,False,1.5,1.55,0.82,6,5.0,2,0.8,80.0,0.22,0.05,0.925408204,0,0,0,1,0.3,0.622568093,1.98,2.2,31,1.38,89.314623,0.617449664,2.385,2.085,0.242424242,0.597071956,3.40119,1.89
K2LiCeF6,0.5648,False,1.45,1.85,0.82,2,6.0,2,1.01,3.0,0.14,0.4,0.953127804,0,0,0,1,0.25,0.785992218,3.0,2.86,55,1.38,81.746504,0.6359447,2.045,2.295,0.442982456,0.65234908,3.40119,1.05
K2HgAsF6,0.0,False,1.5,1.15,0.82,6,4.0,2,0.58,80.0,0.18,0.35,0.973311687,0,0,0,1,0.52,0.451361868,1.98,1.8,47,1.38,76.765625,0.649411765,2.385,1.865,0.175757576,0.694676252,3.40119,2.09
K2AlHgF6,0.0,False,1.5,1.25,0.82,6,3.0,2,0.535,80.0,0.39,0.25,0.983727627,0,0,0,1,0.565,0.416342412,1.98,2.37,67,1.38,74.35291513,0.656361474,2.385,1.82,0.162121212,0.717218102,3.40119,1.805
K2InGaF6,2.5562,False,1.3,1.55,0.82,4,5.0,2,0.8,31.0,0.03,0.25,1.036735506,0,0,0,1,0.18,0.622568093,2.17,2.2,18,1.38,63.521199,0.691729323,1.905,2.085,0.430107527,0.83951905,3.40119,1.795
K2GaHgF6,0.0,False,1.5,1.3,0.82,6,4.0,2,0.62,80.0,0.19,0.2,0.96423652,0,0,0,1,0.48,0.482490272,1.98,2.17,49,1.38,78.953589,0.643356643,2.385,1.905,0.187878788,0.675425365,3.40119,1.905
K2CoHgF6,0.0,False,1.5,1.35,0.82,6,4.0,2,0.61,80.0,0.12,0.15,0.966489409,0,0,0,1,0.49,0.474708171,1.98,2.1,53,1.38,78.402752,0.644859813,2.385,1.895,0.184848485,0.680170725,3.40119,1.94
K2YCuF6,0.5982,False,1.35,1.8,0.82,4,5.0,2,0.9,29.0,0.68,0.45,0.975607233,0,0,0,1,0.13,0.700389105,2.08,2.76,10,1.38,76.225024,0.650943396,2.055,2.185,0.38961039,0.699603016,3.40119,1.56
K2TiCuF6,0.0,False,1.35,1.4,0.82,4,4.0,2,0.67,29.0,0.36,0.05,1.031564756,0,0,0,1,0.1,0.521400778,2.08,2.44,7,1.38,64.481201,0.688279302,2.055,1.955,0.29004329,0.827020214,3.40119,1.72
K2ScCuF6,1.2408,False,1.35,1.6,0.82,4,4.0,2,0.745,29.0,0.54,0.25,1.012625378,0,0,0,1,0.025,0.579766537,2.08,2.62,8,1.38,68.16731413,0.675642595,2.055,2.03,0.322510823,0.782299513,3.40119,1.63
K2NdCuF6,0.3585,False,1.35,1.85,0.82,4,6.0,2,0.983,29.0,0.76,0.5,0.956875936,0,0,0,1,0.213,0.764980545,2.08,2.84,31,1.38,80.78964627,0.638445524,2.055,2.268,0.425541126,0.660075383,3.40119,1.52
K2CuAsF6,0.978,False,1.35,1.15,0.82,4,4.0,2,0.58,29.0,0.28,0.2,1.05524864,0,0,0,1,0.19,0.451361868,2.08,1.8,4,1.38,60.236288,0.704081633,2.055,1.865,0.251082251,0.885301177,3.40119,2.04
K2VAuF6,0.0,False,1.35,1.35,0.82,6,4.0,2,0.64,79.0,0.91,0.0,1.018860756,0,0,0,1,0.21,0.498054475,1.44,2.35,56,1.38,66.923416,0.679802956,2.135,1.925,0.250980392,0.796840028,3.40119,2.085
K2ScAuF6,1.5837,False,1.35,1.6,0.82,6,4.0,2,0.745,79.0,1.18,0.25,0.993175191,0,0,0,1,0.105,0.579766537,1.44,2.62,58,1.38,72.25119213,0.662665066,2.135,2.03,0.292156863,0.73808134,3.40119,1.95
K2RuAuF6,0.0,False,1.35,1.3,0.82,6,5.0,2,0.68,79.0,0.34,0.05,1.008920651,0,0,0,1,0.17,0.529182879,1.44,1.78,35,1.38,68.921,0.673170732,2.135,1.965,0.266666667,0.773744674,3.40119,2.37
K2RhAuF6,0.7098,False,1.35,1.35,0.82,6,5.0,2,0.665,79.0,0.26,0.0,1.012625378,0,0,0,1,0.185,0.517509728,1.44,1.7,34,1.38,68.16731413,0.675642595,2.135,1.95,0.260784314,0.782299513,3.40119,2.41
K2MoAuF6,1.4368,False,1.35,1.45,0.82,6,5.0,2,0.69,79.0,0.38,0.1,1.006465856,0,0,0,1,0.16,0.536964981,1.44,1.82,37,1.38,69.426531,0.671532847,2.135,1.975,0.270588235,0.768110633,3.40119,2.35
K2MnAuF6,0.0,False,1.35,1.4,0.82,6,4.0,2,0.645,79.0,0.99,0.05,1.017607545,0,0,0,1,0.205,0.501945525,1.44,2.43,54,1.38,67.17097462,0.67896679,2.135,1.93,0.252941176,0.793903274,3.40119,2.045
K2IrAuF6,0.5492,False,1.35,1.35,0.82,6,6.0,2,0.68,79.0,0.34,0.0,1.008920651,0,0,0,1,0.17,0.529182879,1.44,1.78,2,1.38,68.921,0.673170732,2.135,1.965,0.266666667,0.773744674,3.40119,2.37
K2GaAuF6,0.6779,False,1.35,1.3,0.82,6,4.0,2,0.62,79.0,0.73,0.05,1.023904621,0,0,0,1,0.23,0.482490272,1.44,2.17,48,1.38,65.939264,0.683168317,2.135,1.905,0.243137255,0.808732968,3.40119,2.175
K2AsAuF6,0.7657,False,1.35,1.15,0.82,6,4.0,2,0.58,79.0,0.36,0.2,1.034143667,0,0,0,1,0.27,0.451361868,1.44,1.8,46,1.38,64.0,0.69,2.135,1.865,0.22745098,0.833238385,3.40119,2.36
K2AlAuF6,1.3271,False,1.35,1.25,0.82,6,3.0,2,0.535,79.0,0.93,0.1,1.045910157,0,0,0,1,0.315,0.416342412,1.44,2.37,66,1.38,61.86420888,0.697850822,2.135,1.82,0.209803922,0.862004989,3.40119,2.075
K2VAgF6,0.0,False,1.6,1.35,0.82,5,4.0,2,0.64,47.0,0.3,0.25,0.948755658,0,0,0,1,0.51,0.498054475,2.05,2.35,24,1.38,82.881856,0.633027523,2.435,1.925,0.185507246,0.643412916,3.40119,1.78
K2TlAgF6,0.4485,False,1.6,1.9,0.82,6,1.5,2,81.0,1.15,0.31,0.3,0.792447255,0,0,0,1,0.35,2.36,0.894941634,2.785,34,1.38,142.236648,0.528735632,2.05,2.435,0.255555556,0.374919245,3.40119,1.775
K2TiAgF6,0.0,False,1.6,1.4,0.82,5,4.0,2,0.67,47.0,0.39,0.2,0.942272134,0,0,0,1,0.48,0.521400778,2.05,2.44,25,1.38,84.604519,0.628701595,2.435,1.955,0.194202899,0.630312155,3.40119,1.735
K2ScAgF6,3.0351,False,1.6,1.6,0.82,5,4.0,2,0.745,47.0,0.57,0.0,0.926444495,0,0,0,1,0.405,0.579766537,2.05,2.62,26,1.38,89.01524463,0.618141097,2.435,2.03,0.215942029,0.599080044,3.40119,1.645
K2AgRuF6,0.0,False,1.6,1.3,0.82,5,5.0,2,0.68,47.0,0.27,0.3,0.940130607,0,0,0,1,0.47,0.529182879,2.05,1.78,3,1.38,85.184,0.627272727,2.435,1.965,0.197101449,0.626024332,3.40119,2.065
K2MnAgF6,0.0,False,1.6,1.4,0.82,5,4.0,2,0.645,47.0,0.38,0.2,0.947668882,0,0,0,1,0.505,0.501945525,2.05,2.43,22,1.38,83.16732713,0.632302405,2.435,1.93,0.186956522,0.641204407,3.40119,1.74
K2AgIrF6,1.5152,True,1.6,1.35,0.82,5,6.0,2,0.68,47.0,0.27,0.25,0.940130607,0,0,0,1,0.47,0.529182879,2.05,1.78,30,1.38,85.184,0.627272727,2.435,1.965,0.197101449,0.626024332,3.40119,2.065
K2InAgF6,1.6678,False,1.6,1.55,0.82,5,5.0,2,0.8,47.0,0.15,0.05,0.915171387,0,0,0,1,0.35,0.622568093,2.05,2.2,2,1.38,92.345408,0.610619469,2.435,2.085,0.231884058,0.577475998,3.40119,1.855
K2GaAgF6,2.243,False,1.6,1.3,0.82,5,4.0,2,0.62,47.0,0.12,0.3,0.953127804,0,0,0,1,0.53,0.482490272,2.05,2.17,16,1.38,81.746504,0.6359447,2.435,1.905,0.179710145,0.65234908,3.40119,1.87
K2FeAgF6,2.1064,False,1.6,1.4,0.82,5,4.0,2,0.645,47.0,0.1,0.2,0.947668882,0,0,0,1,0.505,0.501945525,2.05,2.15,21,1.38,83.16732713,0.632302405,2.435,1.93,0.186956522,0.641204407,3.40119,1.88
K2CrAgF6,2.8775,False,1.6,1.4,0.82,5,4.0,2,0.615,47.0,0.27,0.2,0.954227144,0,0,0,1,0.535,0.478599222,2.05,2.32,23,1.38,81.46429537,0.636678201,2.435,1.9,0.17826087,0.654608948,3.40119,1.795
K2AgAuF6,0.0,False,1.6,1.35,0.82,5,6.0,2,0.85,47.0,0.61,0.25,0.905158571,0,0,0,1,0.3,0.661478599,2.05,1.44,32,1.38,95.443993,0.603938731,2.435,2.135,0.246376812,0.558728266,3.40119,2.235
K2AgAsF6,2.2292,False,1.6,1.15,0.82,5,4.0,2,0.58,47.0,0.25,0.45,0.961994109,0,0,0,1,0.57,0.451361868,2.05,1.8,14,1.38,79.507,0.641860465,2.435,1.865,0.168115942,0.670724045,3.40119,2.055
K2YAuF6,1.3878,False,1.35,1.8,0.82,6,5.0,2,0.9,79.0,1.32,0.45,0.957540433,0,0,0,1,0.05,0.700389105,1.44,2.76,40,1.38,80.621568,0.638888889,2.135,2.185,0.352941176,0.661451495,3.40119,1.88
K2CeAgF6,0.0,False,1.6,1.85,0.82,5,6.0,2,1.01,47.0,0.81,0.25,0.874540099,0,0,0,1,0.14,0.785992218,2.05,2.86,11,1.38,105.823817,0.583509514,2.435,2.295,0.292753623,0.503924903,3.40119,1.525
K2InBiF6,2.3638,False,1.55,1.6,0.82,6,1.03,2,83.0,0.8,0.24,0.05,0.940130607,0,0,0,1,0.23,1.96,0.622568093,2.315,34,1.38,85.184,0.627272727,2.2,2.085,0.258899676,0.626024332,3.40119,1.9
K2TiHgF6,2.1789,True,1.5,1.4,0.82,6,4.0,2,0.67,80.0,0.46,0.1,0.953127804,0,0,0,1,0.43,0.521400778,1.98,2.44,58,1.38,81.746504,0.6359447,2.385,1.955,0.203030303,0.65234908,3.40119,1.77
K2HgBiF6,0.0,False,1.5,1.6,0.82,6,6.0,2,1.03,80.0,0.02,0.1,0.88012227,0,0,0,1,0.07,0.80155642,1.98,1.96,3,1.38,103.823,0.587234043,2.385,2.315,0.312121212,0.513636253,3.40119,2.01
K2NaCeF6,0.2302,False,1.8,1.85,0.82,3,6.0,2,1.01,11.0,0.19,0.05,0.899255363,0,0,0,1,0.01,0.785992218,3.05,2.86,47,1.38,97.336,0.6,2.305,2.295,0.330065359,0.547867764,3.40119,1.025
K2InCuF6,0.0,False,1.35,1.55,0.82,4,5.0,2,0.8,29.0,0.12,0.2,0.999172626,0,0,0,1,0.03,0.622568093,2.08,2.2,20,1.38,70.957944,0.666666667,2.055,2.085,0.346320346,0.751533284,3.40119,1.84
K2NaTlF6,3.6205,True,1.8,1.9,0.82,3,6.0,2,1.5,11.0,0.69,0.1,0.812686576,0,0,0,1,0.48,1.167315175,3.05,2.36,70,1.38,131.872229,0.542239686,2.305,2.785,0.490196078,0.404385799,3.40119,1.275
K2NaYF6,6.2393,True,1.8,1.8,0.82,3,5.0,2,0.9,11.0,0.29,0.0,0.921286118,0,0,0,1,0.12,0.700389105,3.05,2.76,28,1.38,90.518849,0.614699332,2.305,2.185,0.294117647,0.589128753,3.40119,1.075
