formula,A,B1,B2,X,A_radius,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,X_row,B1_valence,B2_valence,B1_ionic_radius,B2_ionic_radius,B1_electrons,B2_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,octahedral_factor,X_is_Cl,X_is_Br,X_is_I,X_electroneg,X_is_F,A_group,X_group,X_radius,A_row,X_ionic_radius,B1_B2_ionic_radius_diff,B1_B2_ionic_radius_ratio,B1_X_ionic_radius_ratio,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,lattice_constant,cell_volume,A_radius_ratio_in_cell,A_X_bond_length,A_coordination_number,A_charge_density,B1_X_bond_length,B2_X_bond_length,B1_B2_bond_length_ratio,B1_B2_charge_density_ratio,X_polarizability,X_space_occupancy,X_electron_affinity,X_first_ionization_energy,B_electroneg_avg
Cs2TlScCl6,Cs,Tl,Sc,Cl,2.6,1.7,1.6,0.79,6,4,3,1,3,1.5,0.74,81,21,0.26,0.09,0.889760963,0.620165746,1,0,0,3.16,0,1,17,1,6,1.81,0.76,2.013422819,0.828729282,0.41160221,1.54,1.8,2,1.88,5.9,201.746,0.32054561,3.69,12,0.150496518,3.31,2.56,1.295499022,0.040838877,3.66,0.763821016,3.61,12.97,1.49
Cs2TlAlCl6,Cs,Tl,Al,Cl,2.6,1.7,1.4,0.79,6,3,3,1,3,1.5,0.54,81,13,0.01,0.28,0.922802484,0.562154696,1,0,0,3.16,0,1,17,1,6,1.81,0.96,2.803738318,0.828729282,0.29558011,1.54,1.55,2,1.88,5.7,180.841,0.33244916,3.69,12,0.150496518,3.31,2.35,1.411513859,0.015123988,3.66,0.763821016,3.61,12.97,1.615
Cs2TlRuCl6,Cs,Tl,Ru,Cl,2.6,1.7,1.3,0.79,6,5,3,1,3,1.5,0.68,81,44,0.58,0.37,0.899732422,0.602209945,1,0,0,3.16,0,1,17,1,6,1.81,0.82,2.205882353,0.828729282,0.375690608,1.54,0.96,2,1.88,5.8,195.112,0.324137931,3.69,12,0.150496518,3.31,2.49,1.329317269,0.031055012,3.66,0.763821016,3.61,12.97,1.91
Cs2TlIrCl6,Cs,Tl,Ir,Cl,2.6,1.7,1.4,0.79,6,6,3,1,3,1.5,0.68,81,77,0.58,0.35,0.899732422,0.602209945,1,0,0,3.16,0,1,17,1,6,1.81,0.82,2.205882353,0.828729282,0.375690608,1.54,0.96,2,1.88,5.8,195.112,0.324137931,3.69,12,0.150496518,3.31,2.49,1.329317269,0.031055012,3.66,0.763821016,3.61,12.97,1.91
Cs2TlRhCl6,Cs,Tl,Rh,Cl,2.6,1.7,1.3,0.79,6,5,3,1,3,1.5,0.67,81,45,0.66,0.37,0.902065349,0.598066298,1,0,0,3.16,0,1,17,1,6,1.81,0.83,2.255639098,0.828729282,0.367403315,1.54,0.88,2,1.88,5.8,193.602,0.324978392,3.69,12,0.150496518,3.31,2.48,1.337373737,0.029044901,3.66,0.763821016,3.61,12.97,1.95
Cs2TlCrCl6,Cs,Tl,Cr,Cl,2.6,1.7,1.3,0.79,6,4,3,1,3,1.5,0.61,81,24,0.04,0.43,0.909929912,0.584254144,1,0,0,3.16,0,1,17,1,6,1.81,0.89,2.43902439,0.828729282,0.339779006,1.54,1.5,2,1.88,5.7,188.625,0.327811683,3.69,12,0.150496518,3.31,2.42,1.364948454,0.022973667,3.66,0.763821016,3.61,12.97,1.64
Cs2TlVCl6,Cs,Tl,V,Cl,2.6,1.7,1.3,0.79,6,4,3,1,3,1.5,0.64,81,23,0.01,0.37,0.905980563,0.591160221,1,0,0,3.16,0,1,17,1,6,1.81,0.86,2.34375,0.828729282,0.35359116,1.54,1.53,2,1.88,5.8,191.103,0.326388889,3.69,12,0.150496518,3.31,2.45,1.351020408,0.025890765,3.66,0.763821016,3.61,12.97,1.625
Cs2TlFeCl6,Cs,Tl,Fe,Cl,2.6,1.7,1.2,0.79,6,4,3,1,3,1.5,0.65,81,26,0.21,0.47,0.905194804,0.592541436,1,0,0,3.16,0,1,17,1,6,1.81,0.85,2.325581395,0.828729282,0.356353591,1.54,1.33,2,1.88,5.8,191.601,0.326105811,3.69,12,0.150496518,3.31,2.46,1.348268839,0.026502333,3.66,0.763821016,3.61,12.97,1.725
Cs2TlTbCl6,Cs,Tl,Tb,Cl,2.6,1.7,1.8,0.79,6,6,3,1,3,1.5,0.92,81,65,0.42,0.06,0.863552548,0.669337017,1,0,0,3.16,0,1,17,1,6,1.81,0.58,1.625135428,0.828729282,0.509944751,1.54,1.96,2,1.88,6,220.677,0.311103756,3.69,12,0.150496518,3.31,2.73,1.211123308,0.077662268,3.66,0.763821016,3.61,12.97,1.41
Cs2TlMnCl6,Cs,Tl,Mn,Cl,2.6,1.7,1.3,0.79,6,4,3,1,3,1.5,0.65,81,25,0.07,0.44,0.905194804,0.592541436,1,0,0,3.16,0,1,17,1,6,1.81,0.85,2.325581395,0.828729282,0.356353591,1.54,1.61,2,1.88,5.8,191.601,0.326105811,3.69,12,0.150496518,3.31,2.46,1.348268839,0.026502333,3.66,0.763821016,3.61,12.97,1.585
Cs2TlLaCl6,Cs,Tl,La,Cl,2.6,1.7,1.9,0.79,6,6,3,1,3,1.5,1.03,81,57,0.52,0.16,0.848252283,0.699447514,1,0,0,3.16,0,1,17,1,6,1.81,0.47,1.453488372,0.828729282,0.570165746,1.54,2.06,2,1.88,6.2,232.835,0.305591678,3.69,12,0.150496518,3.31,2.84,1.164672766,0.108553557,3.66,0.763821016,3.61,12.97,1.36
Cs2TlNiCl6,Cs,Tl,Ni,Cl,2.6,1.7,1.2,0.79,6,4,3,1,3,1.5,0.56,81,28,0.29,0.47,0.918740853,0.569060773,1,0,0,3.16,0,1,17,1,6,1.81,0.94,2.678571429,0.828729282,0.309392265,1.54,1.25,2,1.88,5.7,183.25,0.330985915,3.69,12,0.150496518,3.31,2.37,1.396624473,0.01734479,3.66,0.763821016,3.61,12.97,1.765
Cs2TlCoCl6,Cs,Tl,Co,Cl,2.6,1.7,1.2,0.79,6,4,3,1,3,1.5,0.55,81,27,0.26,0.46,0.92117353,0.564917127,1,0,0,3.16,0,1,17,1,6,1.81,0.95,2.752293578,0.828729282,0.301104972,1.54,1.28,2,1.88,5.7,181.802,0.331862312,3.69,12,0.150496518,3.31,2.35,1.40552017,0.015988012,3.66,0.763821016,3.61,12.97,1.75
Cs2TlSmCl6,Cs,Tl,Sm,Cl,2.6,1.7,1.8,0.79,6,6,3,1,3,1.5,0.96,81,62,0.45,0.09,0.858579803,0.679005525,1,0,0,3.16,0,1,17,1,6,1.81,0.54,1.565762004,0.828729282,0.529281768,1.54,1.99,2,1.88,6.1,224.534,0.309312274,3.69,12,0.150496518,3.31,2.77,1.195809249,0.086836337,3.66,0.763821016,3.61,12.97,1.395
Cs2TlDyCl6,Cs,Tl,Dy,Cl,2.6,1.7,1.8,0.79,6,6,3,1,3,1.5,0.91,81,66,0.4,0.06,0.865127328,0.666298343,1,0,0,3.16,0,1,17,1,6,1.81,0.59,1.644736842,0.828729282,0.503867403,1.54,1.94,2,1.88,6,219.474,0.311671088,3.69,12,0.150496518,3.31,2.72,1.216017634,0.074918571,3.66,0.763821016,3.61,12.97,1.42
Cs2TlErCl6,Cs,Tl,Er,Cl,2.6,1.7,1.8,0.79,6,6,3,1,3,1.5,0.89,81,68,0.38,0.04,0.868294184,0.660220994,1,0,0,3.16,0,1,17,1,6,1.81,0.61,1.685393258,0.828729282,0.491712707,1.54,1.92,2,1.88,6,217.082,0.31281198,3.69,12,0.150496518,3.31,2.7,1.225925926,0.069626568,3.66,0.763821016,3.61,12.97,1.43
Cs2TlTmCl6,Cs,Tl,Tm,Cl,2.6,1.7,1.7,0.79,6,6,3,1,3,1.5,0.88,81,69,0.37,0.03,0.869741341,0.657458564,1,0,0,3.16,0,1,17,1,6,1.81,0.62,1.704545455,0.828729282,0.486187845,1.54,1.91,2,1.88,6,216,0.313333333,3.69,12,0.150496518,3.31,2.69,1.230483271,0.067305877,3.66,0.763821016,3.61,12.97,1.435
Cs2TlEuCl6,Cs,Tl,Eu,Cl,2.6,1.7,2,0.79,6,6,3,1,3,1.5,0.95,81,63,0.42,0.28,0.860136483,0.675966851,1,0,0,3.16,0,1,17,1,6,1.81,0.55,1.583949314,0.828729282,0.52320442,1.54,1.96,2,1.88,6.1,223.317,0.309873084,3.69,12,0.150496518,3.31,2.76,1.200580341,0.083879321,3.66,0.763821016,3.61,12.97,1.41
Cs2TlGdCl6,Cs,Tl,Gd,Cl,2.6,1.7,1.8,0.79,6,6,3,1,3,1.5,0.94,81,64,0.42,0.08,0.861414336,0.673480663,1,0,0,3.16,0,1,17,1,6,1.81,0.56,1.599147122,0.828729282,0.518232044,1.54,1.96,2,1.88,6.1,222.325,0.310333443,3.69,12,0.150496518,3.31,2.75,1.204512373,0.081510486,3.66,0.763821016,3.61,12.97,1.41
Cs2TlTiCl6,Cs,Tl,Ti,Cl,2.6,1.7,1.5,0.79,6,4,3,1,3,1.5,0.67,81,22,0.08,0.24,0.901286364,0.599447514,1,0,0,3.16,0,1,17,1,6,1.81,0.83,2.23880597,0.828729282,0.370165746,1.54,1.62,2,1.88,5.8,194.105,0.324697755,3.69,12,0.150496518,3.31,2.48,1.334677419,0.029704988,3.66,0.763821016,3.61,12.97,1.58
Cs2TlLuCl6,Cs,Tl,Lu,Cl,2.6,1.7,1.7,0.79,6,6,3,1,3,1.5,0.86,81,71,0.35,0.02,0.872504271,0.652209945,1,0,0,3.16,0,1,17,1,6,1.81,0.64,1.742160279,0.828729282,0.475690608,1.54,1.89,2,1.88,6,213.954,0.314328708,3.69,12,0.150496518,3.31,2.67,1.239236241,0.063039741,3.66,0.763821016,3.61,12.97,1.445
Cs2TlHoCl6,Cs,Tl,Ho,Cl,2.6,1.7,1.8,0.79,6,6,3,1,3,1.5,0.9,81,67,0.39,0.05,0.866707863,0.663259669,1,0,0,3.16,0,1,17,1,6,1.81,0.6,1.66481687,0.828729282,0.497790055,1.54,1.93,2,1.88,6,218.276,0.312240492,3.69,12,0.150496518,3.31,2.71,1.220951678,0.072240267,3.66,0.763821016,3.61,12.97,1.425
Cs2TlYbCl6,Cs,Tl,Yb,Cl,2.6,1.7,1.9,0.79,6,6,3,1,3,1.5,0.87,81,70,0.52,0.23,0.871484309,0.654143646,1,0,0,3.16,0,1,17,1,6,1.81,0.63,1.728110599,0.828729282,0.479558011,1.54,2.06,2,1.88,6,214.707,0.313961256,3.69,12,0.150496518,3.31,2.68,1.235997013,0.06458983,3.66,0.763821016,3.61,12.97,1.36
Cs2TlUCl6,Cs,Tl,U,Cl,2.6,1.7,1.6,0.79,6,7,3,1,3,1.5,1.02,81,92,0.24,0.15,0.849218559,0.697513812,1,0,0,3.16,0,1,17,1,6,1.81,0.48,1.463414634,0.828729282,0.566298343,1.54,1.78,2,1.88,6.1,232.041,0.305939788,3.69,12,0.150496518,3.31,2.83,1.167548501,0.106359568,3.66,0.763821016,3.61,12.97,1.5
Cs2InTlCl6,Cs,Tl,In,Cl,2.6,1.7,1.7,0.79,6,5,3,1,3,1.5,0.8,81,49,0.16,0.05,0.881494602,0.635359116,1,0,0,3.16,0,1,17,1,6,1.81,0.7,1.875,0.828729282,0.44198895,1.54,1.38,2,1.88,5.9,207.475,0.317567568,3.69,12,0.150496518,3.31,2.61,1.268199234,0.050567901,3.66,0.763821016,3.61,12.97,1.7
Cs2InMoCl6,Cs,In,Mo,Cl,2.6,1.7,1.4,0.79,5,5,3,1,3,0.92,0.69,49,42,0.38,0.27,0.997791213,0.444751381,1,0,0,3.16,0,1,17,1,6,1.81,0.23,1.333333333,0.508287293,0.38121547,1.38,1,2,1.88,5.2,143.056,0.359464627,3.69,12,0.150496518,2.73,2.5,1.092,0.140625,3.66,0.763821016,3.61,12.97,1.97
Cs2InYCl6,Cs,In,Y,Cl,2.6,1.7,1.8,0.79,5,5,3,1,3,0.92,0.9,49,39,0.56,0.14,0.959273538,0.502762431,1,0,0,3.16,0,1,17,1,6,1.81,0.02,1.022222222,0.508287293,0.497237569,1.38,1.94,2,1.88,5.4,160.989,0.345588235,3.69,12,0.150496518,2.73,2.71,1.007380074,0.312063368,3.66,0.763821016,3.61,12.97,1.5
Cs2InPrCl6,Cs,In,Pr,Cl,2.6,1.7,1.8,0.79,5,6,3,1,3,0.92,0.99,49,59,0.65,0.16,0.943661491,0.527624309,1,0,0,3.16,0,1,17,1,6,1.81,0.07,0.929292929,0.508287293,0.546961326,1.38,2.03,2,1.88,5.5,169.112,0.339963834,3.69,12,0.150496518,2.73,2.8,0.975,0.415356343,3.66,0.763821016,3.61,12.97,1.455
Cs2InCeCl6,Cs,In,Ce,Cl,2.6,1.7,1.8,0.79,5,6,3,1,3,0.92,1.01,49,58,0.66,0.16,0.940260909,0.533149171,1,0,0,3.16,0,1,17,1,6,1.81,0.09,0.910891089,0.508287293,0.55801105,1.38,2.04,2,1.88,5.6,170.954,0.338738739,3.69,12,0.150496518,2.73,2.82,0.968085106,0.441041427,3.66,0.763821016,3.61,12.97,1.45
Cs2InNdCl6,Cs,In,Nd,Cl,2.6,1.7,1.8,0.79,5,6,3,1,3,0.92,0.98,49,60,0.64,0.15,0.944857513,0.525690608,1,0,0,3.16,0,1,17,1,6,1.81,0.06,0.935910478,0.508287293,0.543093923,1.38,2.02,2,1.88,5.5,168.471,0.340394713,3.69,12,0.150496518,2.73,2.79,0.977443609,0.406607904,3.66,0.763821016,3.61,12.97,1.46
Cs2InScCl6,Cs,In,Sc,Cl,2.6,1.7,1.6,0.79,5,4,3,1,3,0.92,0.74,49,21,0.42,0.04,0.987407388,0.459944751,1,0,0,3.16,0,1,17,1,6,1.81,0.18,1.234899329,0.508287293,0.41160221,1.38,1.8,2,1.88,5.3,147.617,0.355723746,3.69,12,0.150496518,2.73,2.56,1.068493151,0.177004408,3.66,0.763821016,3.61,12.97,1.57
Cs2InAlCl6,Cs,In,Al,Cl,2.6,1.7,1.4,0.79,5,3,3,1,3,0.92,0.54,49,13,0.17,0.23,1.028265625,0.401933702,1,0,0,3.16,0,1,17,1,6,1.81,0.39,1.719626168,0.508287293,0.29558011,1.38,1.55,2,1.88,5.1,130.71,0.37044335,3.69,12,0.150496518,2.73,2.35,1.164179104,0.065550591,3.66,0.763821016,3.61,12.97,1.695
Cs2InRuCl6,Cs,In,Ru,Cl,2.6,1.7,1.3,0.79,5,5,3,1,3,0.92,0.68,49,44,0.42,0.32,0.999702691,0.44198895,1,0,0,3.16,0,1,17,1,6,1.81,0.24,1.352941176,0.508287293,0.375690608,1.38,0.96,2,1.88,5.2,142.237,0.360153257,3.69,12,0.150496518,2.73,2.49,1.096385542,0.134599052,3.66,0.763821016,3.61,12.97,1.99
Cs2InIrCl6,Cs,In,Ir,Cl,2.6,1.7,1.4,0.79,5,6,3,1,3,0.92,0.68,49,77,0.42,0.3,0.999702691,0.44198895,1,0,0,3.16,0,1,17,1,6,1.81,0.24,1.352941176,0.508287293,0.375690608,1.38,0.96,2,1.88,5.2,142.237,0.360153257,3.69,12,0.150496518,2.73,2.49,1.096385542,0.134599052,3.66,0.763821016,3.61,12.97,1.99
Cs2InRhCl6,Cs,In,Rh,Cl,2.6,1.7,1.3,0.79,5,5,3,1,3,0.92,0.67,49,45,0.5,0.32,1.002583678,0.437845304,1,0,0,3.16,0,1,17,1,6,1.81,0.26,1.383458647,0.508287293,0.367403315,1.38,0.88,2,1.88,5.2,141.014,0.361191162,3.69,12,0.150496518,2.73,2.48,1.103030303,0.125886801,3.66,0.763821016,3.61,12.97,2.03
Cs2InCrCl6,Cs,In,Cr,Cl,2.6,1.7,1.3,0.79,5,4,3,1,3,0.92,0.61,49,24,0.12,0.38,1.012308059,0.424033149,1,0,0,3.16,0,1,17,1,6,1.81,0.31,1.495934959,0.508287293,0.339779006,1.38,1.5,2,1.88,5.2,136.989,0.364694471,3.69,12,0.150496518,2.73,2.42,1.125773196,0.099572775,3.66,0.763821016,3.61,12.97,1.72
Cs2InVCl6,Cs,In,V,Cl,2.6,1.7,1.3,0.79,5,4,3,1,3,0.92,0.64,49,23,0.15,0.32,1.007422403,0.430939227,1,0,0,3.16,0,1,17,1,6,1.81,0.28,1.4375,0.508287293,0.35359116,1.38,1.53,2,1.88,5.2,138.992,0.362934363,3.69,12,0.150496518,2.73,2.45,1.114285714,0.112216104,3.66,0.763821016,3.61,12.97,1.705
Cs2InFeCl6,Cs,In,Fe,Cl,2.6,1.7,1.2,0.79,5,4,3,1,3,0.92,0.65,49,26,0.05,0.42,1.006450925,0.432320442,1,0,0,3.16,0,1,17,1,6,1.81,0.28,1.426356589,0.508287293,0.356353591,1.38,1.33,2,1.88,5.2,139.395,0.362584378,3.69,12,0.150496518,2.73,2.46,1.112016293,0.114866769,3.66,0.763821016,3.61,12.97,1.805
Cs2InTbCl6,Cs,In,Tb,Cl,2.6,1.7,1.8,0.79,5,6,3,1,3,0.92,0.92,49,65,0.58,0.11,0.955234861,0.509116022,1,0,0,3.16,0,1,17,1,6,1.81,0,0.996749729,0.508287293,0.509944751,1.38,1.96,2,1.88,5.5,163.04,0.34413326,3.69,12,0.150496518,2.73,2.73,0.998902305,0.336604848,3.66,0.763821016,3.61,12.97,1.49
Cs2InMnCl6,Cs,In,Mn,Cl,2.6,1.7,1.3,0.79,5,4,3,1,3,0.92,0.65,49,25,0.23,0.39,1.006450925,0.432320442,1,0,0,3.16,0,1,17,1,6,1.81,0.28,1.426356589,0.508287293,0.356353591,1.38,1.61,2,1.88,5.2,139.395,0.362584378,3.69,12,0.150496518,2.73,2.46,1.112016293,0.114866769,3.66,0.763821016,3.61,12.97,1.665
Cs2InLaCl6,Cs,In,La,Cl,2.6,1.7,1.9,0.79,5,6,3,1,3,0.92,1.03,49,57,0.68,0.21,0.936548465,0.539226519,1,0,0,3.16,0,1,17,1,6,1.81,0.11,0.891472868,0.508287293,0.570165746,1.38,2.06,2,1.88,5.6,172.995,0.337401292,3.69,12,0.150496518,2.73,2.84,0.960591133,0.470494288,3.66,0.763821016,3.61,12.97,1.44
Cs2InNiCl6,Cs,In,Ni,Cl,2.6,1.7,1.2,0.79,5,4,3,1,3,0.92,0.56,49,28,0.13,0.42,1.023225107,0.408839779,1,0,0,3.16,0,1,17,1,6,1.81,0.36,1.642857143,0.508287293,0.309392265,1.38,1.25,2,1.88,5.1,132.651,0.368627451,3.69,12,0.150496518,2.73,2.37,1.151898734,0.075176023,3.66,0.763821016,3.61,12.97,1.845
Cs2InCoCl6,Cs,In,Co,Cl,2.6,1.7,1.2,0.79,5,4,3,1,3,0.92,0.55,49,27,0.1,0.41,1.02624347,0.404696133,1,0,0,3.16,0,1,17,1,6,1.81,0.38,1.688073394,0.508287293,0.301104972,1.38,1.28,2,1.88,5.1,131.484,0.369714848,3.69,12,0.150496518,2.73,2.35,1.159235669,0.069295458,3.66,0.763821016,3.61,12.97,1.83
Cs2InSmCl6,Cs,In,Sm,Cl,2.6,1.7,1.8,0.79,5,6,3,1,3,0.92,0.96,49,62,0.61,0.14,0.949153882,0.51878453,1,0,0,3.16,0,1,17,1,6,1.81,0.04,0.960334029,0.508287293,0.529281768,1.38,1.99,2,1.88,5.5,166.194,0.341942525,3.69,12,0.150496518,2.73,2.77,0.986271676,0.376367219,3.66,0.763821016,3.61,12.97,1.475
Cs2InDyCl6,Cs,In,Dy,Cl,2.6,1.7,1.8,0.79,5,6,3,1,3,0.92,0.91,49,66,0.56,0.11,0.957162151,0.506077348,1,0,0,3.16,0,1,17,1,6,1.81,0.01,1.00877193,0.508287293,0.503867403,1.38,1.94,2,1.88,5.5,162.057,0.344827586,3.69,12,0.150496518,2.73,2.72,1.002939015,0.324713076,3.66,0.763821016,3.61,12.97,1.5
Cs2InErCl6,Cs,In,Er,Cl,2.6,1.7,1.8,0.79,5,6,3,1,3,0.92,0.89,49,68,0.54,0.09,0.961040156,0.5,1,0,0,3.16,0,1,17,1,6,1.81,0.03,1.033707865,0.508287293,0.491712707,1.38,1.92,2,1.88,5.4,160.103,0.346224678,3.69,12,0.150496518,2.73,2.7,1.011111111,0.301776407,3.66,0.763821016,3.61,12.97,1.51
Cs2InTmCl6,Cs,In,Tm,Cl,2.6,1.7,1.7,0.79,5,6,3,1,3,0.92,0.88,49,69,0.53,0.08,0.962813292,0.497237569,1,0,0,3.16,0,1,17,1,6,1.81,0.04,1.045454545,0.508287293,0.486187845,1.38,1.91,2,1.88,5.4,159.22,0.346863469,3.69,12,0.150496518,2.73,2.69,1.014869888,0.291718035,3.66,0.763821016,3.61,12.97,1.515
Cs2InEuCl6,Cs,In,Eu,Cl,2.6,1.7,2,0.79,5,6,3,1,3,0.92,0.95,49,63,0.58,0.33,0.951056688,0.515745856,1,0,0,3.16,0,1,17,1,6,1.81,0.03,0.971488912,0.508287293,0.52320442,1.38,1.96,2,1.88,5.5,165.198,0.34262803,3.69,12,0.150496518,2.73,2.76,0.990206746,0.36355088,3.66,0.763821016,3.61,12.97,1.49
Cs2InGdCl6,Cs,In,Gd,Cl,2.6,1.7,1.8,0.79,5,6,3,1,3,0.92,0.94,49,64,0.58,0.13,0.952619212,0.513259669,1,0,0,3.16,0,1,17,1,6,1.81,0.02,0.980810235,0.508287293,0.518232044,1.38,1.96,2,1.88,5.5,164.386,0.343190946,3.69,12,0.150496518,2.73,2.75,0.993449782,0.353283845,3.66,0.763821016,3.61,12.97,1.49
Cs2InTiCl6,Cs,In,Ti,Cl,2.6,1.7,1.5,0.79,5,4,3,1,3,0.92,0.67,49,22,0.24,0.19,1.001621506,0.439226519,1,0,0,3.16,0,1,17,1,6,1.81,0.25,1.373134328,0.508287293,0.370165746,1.38,1.62,2,1.88,5.2,141.421,0.36084453,3.69,12,0.150496518,2.73,2.48,1.100806452,0.128747757,3.66,0.763821016,3.61,12.97,1.66
Cs2InLuCl6,Cs,In,Lu,Cl,2.6,1.7,1.7,0.79,5,6,3,1,3,0.92,0.86,49,71,0.51,0.07,0.966200342,0.49198895,1,0,0,3.16,0,1,17,1,6,1.81,0.06,1.068524971,0.508287293,0.475690608,1.38,1.89,2,1.88,5.4,157.551,0.348083688,3.69,12,0.150496518,2.73,2.67,1.022089105,0.273227695,3.66,0.763821016,3.61,12.97,1.525
Cs2InHoCl6,Cs,In,Ho,Cl,2.6,1.7,1.8,0.79,5,6,3,1,3,0.92,0.9,49,67,0.55,0.1,0.959097233,0.503038674,1,0,0,3.16,0,1,17,1,6,1.81,0.02,1.02108768,0.508287293,0.497790055,1.38,1.93,2,1.88,5.4,161.078,0.34552472,3.69,12,0.150496518,2.73,2.71,1.007008484,0.313104736,3.66,0.763821016,3.61,12.97,1.505
Cs2InYbCl6,Cs,In,Yb,Cl,2.6,1.7,1.9,0.79,5,6,3,1,3,0.92,0.87,49,70,0.68,0.28,0.964949712,0.493922652,1,0,0,3.16,0,1,17,1,6,1.81,0.05,1.059907834,0.508287293,0.479558011,1.38,2.06,2,1.88,5.4,158.165,0.347633136,3.69,12,0.150496518,2.73,2.68,1.019417476,0.279946111,3.66,0.763821016,3.61,12.97,1.44
Cs2InUCl6,Cs,In,U,Cl,2.6,1.7,1.6,0.79,5,7,3,1,3,0.92,1.02,49,92,0.4,0.1,0.937726513,0.537292818,1,0,0,3.16,0,1,17,1,6,1.81,0.1,0.897560976,0.508287293,0.566298343,1.38,1.78,2,1.88,5.6,172.344,0.337825696,3.69,12,0.150496518,2.73,2.83,0.962962963,0.460985069,3.66,0.763821016,3.61,12.97,1.58
Cs2KRuCl6,Cs,K,Ru,Cl,2.6,2.2,1.3,0.79,4,5,3,1,3,1.38,0.68,19,44,1.38,0.86,0.918740853,0.569060773,1,0,0,3.16,0,1,17,1,6,1.81,0.7,2.029411765,0.762430939,0.375690608,2.34,0.96,2,1.88,5.7,183.25,0.330985915,3.69,12,0.150496518,3.19,2.49,1.281124498,0.039881201,3.66,0.763821016,3.61,12.97,1.51
Cs2KIrCl6,Cs,K,Ir,Cl,2.6,2.2,1.4,0.79,4,6,3,1,3,1.38,0.68,19,77,1.38,0.84,0.918740853,0.569060773,1,0,0,3.16,0,1,17,1,6,1.81,0.7,2.029411765,0.762430939,0.375690608,2.34,0.96,2,1.88,5.7,183.25,0.330985915,3.69,12,0.150496518,3.19,2.49,1.281124498,0.039881201,3.66,0.763821016,3.61,12.97,1.51
Cs2KRhCl6,Cs,K,Rh,Cl,2.6,2.2,1.3,0.79,4,5,3,1,3,1.38,0.67,19,45,1.46,0.86,0.92117353,0.564917127,1,0,0,3.16,0,1,17,1,6,1.81,0.71,2.07518797,0.762430939,0.367403315,2.34,0.88,2,1.88,5.7,181.802,0.331862312,3.69,12,0.150496518,3.19,2.48,1.288888889,0.037299793,3.66,0.763821016,3.61,12.97,1.55
Cs2KVCl6,Cs,K,V,Cl,2.6,2.2,1.3,0.79,4,4,3,1,3,1.38,0.64,19,23,0.81,0.86,0.925256746,0.55801105,1,0,0,3.16,0,1,17,1,6,1.81,0.74,2.15625,0.762430939,0.35359116,2.34,1.53,2,1.88,5.6,179.406,0.333333333,3.69,12,0.150496518,3.19,2.45,1.302040816,0.033249216,3.66,0.763821016,3.61,12.97,1.225
Cs2KFeCl6,Cs,K,Fe,Cl,2.6,2.2,1.2,0.79,4,4,3,1,3,1.38,0.65,19,26,1.01,0.96,0.924437209,0.559392265,1,0,0,3.16,0,1,17,1,6,1.81,0.73,2.139534884,0.762430939,0.356353591,2.34,1.33,2,1.88,5.6,179.884,0.333038087,3.69,12,0.150496518,3.19,2.46,1.299389002,0.034034598,3.66,0.763821016,3.61,12.97,1.325
Cs2KMnCl6,Cs,K,Mn,Cl,2.6,2.2,1.3,0.79,4,4,3,1,3,1.38,0.65,19,25,0.73,0.93,0.924437209,0.559392265,1,0,0,3.16,0,1,17,1,6,1.81,0.73,2.139534884,0.762430939,0.356353591,2.34,1.61,2,1.88,5.6,179.884,0.333038087,3.69,12,0.150496518,3.19,2.46,1.299389002,0.034034598,3.66,0.763821016,3.61,12.97,1.185
Cs2KNiCl6,Cs,K,Ni,Cl,2.6,2.2,1.2,0.79,4,4,3,1,3,1.38,0.56,19,28,1.09,0.96,0.938569792,0.535911602,1,0,0,3.16,0,1,17,1,6,1.81,0.82,2.464285714,0.762430939,0.309392265,2.34,1.25,2,1.88,5.6,171.88,0.338129496,3.69,12,0.150496518,3.19,2.37,1.345991561,0.022274377,3.66,0.763821016,3.61,12.97,1.365
Cs2KCoCl6,Cs,K,Co,Cl,2.6,2.2,1.2,0.79,4,4,3,1,3,1.38,0.55,19,27,1.06,0.95,0.941108755,0.531767956,1,0,0,3.16,0,1,17,1,6,1.81,0.83,2.532110092,0.762430939,0.301104972,2.34,1.28,2,1.88,5.5,170.492,0.339044184,3.69,12,0.150496518,3.19,2.35,1.354564756,0.020531988,3.66,0.763821016,3.61,12.97,1.35
Cs2KErCl6,Cs,K,Er,Cl,2.6,2.2,1.8,0.79,4,6,3,1,3,1.38,0.89,19,68,0.42,0.45,0.885984388,0.627071823,1,0,0,3.16,0,1,17,1,6,1.81,0.49,1.550561798,0.762430939,0.491712707,2.34,1.92,2,1.88,5.9,204.336,0.319185059,3.69,12,0.150496518,3.19,2.7,1.181481481,0.089415232,3.66,0.763821016,3.61,12.97,1.03
Cs2KTmCl6,Cs,K,Tm,Cl,2.6,2.2,1.7,0.79,4,6,3,1,3,1.38,0.88,19,69,0.43,0.46,0.887491164,0.624309392,1,0,0,3.16,0,1,17,1,6,1.81,0.5,1.568181818,0.762430939,0.486187845,2.34,1.91,2,1.88,5.9,203.297,0.319727891,3.69,12,0.150496518,3.19,2.69,1.185873606,0.086434973,3.66,0.763821016,3.61,12.97,1.035
