Formula,Band Gap,Is Gap Direct,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,B2_ionic_radius,B1_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,octahedral_factor,X_is_Cl,X_is_Br,X_is_I,X_is_F,B1_B2_ionic_radius_diff,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,lattice_constant,A_radius_ratio_in_cell,A_X_bond_length,B1_X_bond_length,B1_B2_charge_density_ratio,X_electron_affinity,B_electroneg_avg
Cs2TlHgBr6,0.0,False,1.5,1.9,0.79,6,1.5,81.0,1.1,0.38,0.4,0.832911055,0.663265306,0,1,0,0,0.4,1.34,0.56122449,3.46,1,1.67,6.52,0.512269939,3.63,0.96,0.244444444,3.36359,1.81
Cs2HgBiBr6,0.0,False,1.5,1.6,0.79,6,6.0,1.03,80.0,0.02,0.1,0.897616542,0.543367347,0,1,0,0,0.07,0.525510204,0.96,0.94,3,1.67,6.05,0.552066116,3.63,3.06,0.312121212,3.36359,2.01
Cs2HgAsBr6,0.0,False,1.5,1.15,0.79,6,4.0,0.58,80.0,0.18,0.35,0.969746443,0.428571429,0,1,0,0,0.52,0.295918367,0.96,0.78,47,1.67,5.6,0.596428571,3.63,3.06,0.175757576,3.36359,2.09
Cs2YAuBr6,1.863,False,1.35,1.8,0.79,6,5.0,0.9,79.0,1.32,0.45,0.957774264,0.446428571,0,1,0,0,0.05,0.459183673,0.42,1.74,40,1.67,5.67,0.589065256,3.63,2.81,0.352941176,3.36359,1.88
Cs2InAuBr6,0.0,False,1.55,1.35,0.79,6,0.85,79.0,0.8,0.76,0.2,0.974969494,0.420918367,0,1,0,0,0.05,0.42,0.408163265,2.81,30,1.67,5.57,0.599640934,3.63,1.18,0.31372549,3.36359,2.16
Cs2BiAuBr6,0.4311,False,1.6,1.35,0.79,6,0.85,79.0,1.03,0.52,0.25,0.93630691,0.479591837,0,1,0,0,0.18,0.42,0.525510204,2.81,4,1.67,5.8,0.575862069,3.63,0.94,0.403921569,3.36359,2.28
Cs2AgSbBr6,1.1916,False,1.6,1.45,0.79,5,5.0,0.76,47.0,0.12,0.15,0.931488864,0.487244898,0,1,0,0,0.39,0.387755102,1.03,0.91,4,1.67,5.83,0.572898799,3.63,3.11,0.220289855,3.36359,1.99
Cs2NdAgBr6,3.3798,False,1.6,1.85,0.79,5,6.0,0.983,47.0,0.79,0.25,0.897171664,0.544132653,0,1,0,0,0.167,0.501530612,1.03,1.82,13,1.67,6.053,0.5517925,3.63,3.11,0.284927536,3.36359,1.535
Cs2KTlBr6,1.3749,True,2.2,1.9,0.79,4,6.0,1.5,19.0,0.8,0.3,0.798614718,0.734693878,0,1,0,0,0.12,0.765306122,2.14,1.34,62,1.67,6.8,0.491176471,3.63,3.34,0.362318841,3.36359,1.22
Cs2KInBr6,2.3584,True,2.2,1.55,0.79,4,5.0,0.8,19.0,0.96,0.65,0.890259029,0.556122449,0,1,0,0,0.58,0.408163265,2.14,1.18,30,1.67,6.1,0.547540984,3.63,3.34,0.193236715,3.36359,1.3
Cs2KScBr6,3.1875,False,2.2,1.6,0.79,4,4.0,0.745,19.0,0.54,0.6,0.898358988,0.542091837,0,1,0,0,0.635,0.380102041,2.14,1.6,2,1.67,6.045,0.552522746,3.63,3.34,0.179951691,3.36359,1.09
Cs2KAlBr6,3.2314,True,2.2,1.25,0.79,4,3.0,0.535,19.0,0.79,0.95,0.930690673,0.488520408,0,1,0,0,0.845,0.272959184,2.14,1.35,6,1.67,5.835,0.572407883,3.63,3.34,0.129227053,3.36359,1.215
Cs2YInBr6,2.9636,True,1.55,1.8,0.79,5,5.0,0.9,49.0,0.56,0.25,0.966295388,0.433673469,0,1,0,0,0.1,0.459183673,1.18,1.74,10,1.67,5.62,0.59430605,3.63,2.76,0.375,3.36359,1.5
Cs2InSbBr6,0.7465,True,1.55,1.45,0.79,5,0.76,51.0,0.8,0.27,0.1,0.990981766,0.397959184,0,1,0,0,0.04,0.91,0.408163265,2.72,2,1.67,5.48,0.609489051,3.63,1.18,0.350877193,3.36359,1.915
Cs2AgMoBr6,0.5337,True,1.6,1.45,0.79,5,5.0,0.69,47.0,0.23,0.15,0.942809042,0.469387755,0,1,0,0,0.46,0.352040816,1.03,0.8,5,1.67,5.76,0.579861111,3.63,3.11,0.2,3.36359,2.045
Cs2CeAgBr6,2.6247,False,1.6,1.85,0.79,5,6.0,1.01,47.0,0.81,0.25,0.893187513,0.551020408,0,1,0,0,0.14,0.515306122,1.03,1.84,11,1.67,6.08,0.549342105,3.63,3.11,0.292753623,3.36359,1.525
Cs2AlInBr6,2.2348,False,1.55,1.25,0.79,5,3.0,0.535,49.0,0.17,0.3,1.033412004,0.340561224,0,1,0,0,0.265,0.272959184,1.18,1.35,36,1.67,5.255,0.635585157,3.63,2.76,0.222916667,3.36359,1.695
Cs2HgSbBr6,0.0,False,1.5,1.45,0.79,6,5.0,0.76,80.0,0.05,0.05,0.939546727,0.474489796,0,1,0,0,0.34,0.387755102,0.96,0.91,29,1.67,5.78,0.577854671,3.63,3.06,0.23030303,3.36359,2.025
Cs2InHgBr6,0.0,False,1.5,1.55,0.79,6,5.0,0.8,80.0,0.22,0.05,0.933089361,0.484693878,0,1,0,0,0.3,0.408163265,0.96,1.18,31,1.67,5.82,0.573883162,3.63,3.06,0.242424242,3.36359,1.89
Cs2GaHgBr6,0.0,False,1.5,1.3,0.79,6,4.0,0.62,80.0,0.19,0.2,0.962868808,0.43877551,0,1,0,0,0.48,0.316326531,0.96,1.15,49,1.67,5.64,0.592198582,3.63,3.06,0.187878788,3.36359,1.905
Cs2HgAuBr6,0.0,False,1.5,1.35,0.79,6,6.0,0.85,80.0,0.54,0.15,0.92514141,0.49744898,0,1,0,0,0.25,0.433673469,0.96,0.42,1,1.67,5.87,0.568994889,3.63,3.06,0.257575758,3.36359,2.27
Cs2PrCuBr6,2.1974,False,1.35,1.85,0.79,4,6.0,0.99,29.0,0.77,0.5,0.956088042,0.448979592,0,1,0,0,0.22,0.505102041,1.06,1.83,30,1.67,5.68,0.588028169,3.63,2.73,0.428571429,3.36359,1.515
Cs2SbAuBr6,0.2823,False,1.35,1.45,0.79,6,5.0,0.76,79.0,0.49,0.1,0.982021714,0.410714286,0,1,0,0,0.09,0.387755102,0.42,0.91,28,1.67,5.53,0.6039783,3.63,2.81,0.298039216,3.36359,2.295
Cs2GaAuBr6,0.0,False,1.35,1.3,0.79,6,4.0,0.62,79.0,0.73,0.05,1.007528772,0.375,0,1,0,0,0.23,0.316326531,0.42,1.15,48,1.67,5.39,0.619666048,3.63,2.81,0.243137255,3.36359,2.175
Cs2AlAuBr6,0.0,False,1.35,1.25,0.79,6,3.0,0.535,79.0,0.93,0.1,1.023672023,0.353316327,0,1,0,0,0.315,0.272959184,0.42,1.35,66,1.67,5.305,0.629594722,3.63,2.81,0.209803922,3.36359,2.075
Cs2TlAgBr6,0.0,False,1.6,1.9,0.79,6,1.5,81.0,1.15,0.31,0.3,0.82657231,0.676020408,0,1,0,0,0.35,1.34,0.586734694,3.46,34,1.67,6.57,0.508371385,3.63,1.03,0.255555556,3.36359,1.775
Cs2ScAgBr6,2.8546,False,1.6,1.6,0.79,5,4.0,0.745,47.0,0.57,0.0,0.933891673,0.483418367,0,1,0,0,0.405,0.380102041,1.03,1.6,26,1.67,5.815,0.574376612,3.63,3.11,0.215942029,3.36359,1.645
Cs2InCuBr6,0.0,False,1.35,1.55,0.79,4,5.0,0.8,29.0,0.12,0.2,0.989176699,0.400510204,0,1,0,0,0.03,0.408163265,1.06,1.18,20,1.67,5.49,0.608378871,3.63,2.73,0.346320346,3.36359,1.84
Cs2ScInBr6,2.1681,True,1.55,1.6,0.79,5,4.0,0.745,49.0,0.42,0.05,0.993701753,0.394132653,0,1,0,0,0.055,0.380102041,1.18,1.6,28,1.67,5.465,0.61116194,3.63,2.76,0.310416667,3.36359,1.57
Cs2GaAgBr6,0.0551,True,1.6,1.3,0.79,5,4.0,0.62,47.0,0.12,0.3,0.954407747,0.451530612,0,1,0,0,0.53,0.316326531,1.03,1.15,16,1.67,5.69,0.586994728,3.63,3.11,0.179710145,3.36359,1.87
Cs2InAgBr6,0.2556,True,1.6,1.55,0.79,5,5.0,0.8,47.0,0.15,0.05,0.92514141,0.49744898,0,1,0,0,0.35,0.408163265,1.03,1.18,2,1.67,5.87,0.568994889,3.63,3.11,0.231884058,3.36359,1.855
Cs2TlCuBr6,0.0,False,1.35,1.9,0.79,6,1.5,81.0,0.77,0.28,0.55,0.877315037,0.579081633,0,1,0,0,0.73,1.34,0.392857143,3.46,52,1.67,6.19,0.539579968,3.63,1.06,0.171111111,3.36359,1.76
Cs2AgAuBr6,0.0,False,1.6,1.35,0.79,5,6.0,0.85,47.0,0.61,0.25,0.917327716,0.510204082,0,1,0,0,0.3,0.433673469,1.03,0.42,32,1.67,5.92,0.564189189,3.63,3.11,0.246376812,3.36359,2.235
Cs2AlAgBr6,1.4697,True,1.6,1.25,0.79,5,3.0,0.535,47.0,0.32,0.35,0.96888137,0.429846939,0,1,0,0,0.615,0.272959184,1.03,1.35,34,1.67,5.605,0.595896521,3.63,3.11,0.155072464,3.36359,1.77
Cs2AgAsBr6,1.1161,False,1.6,1.15,0.79,5,4.0,0.58,47.0,0.25,0.45,0.961164616,0.441326531,0,1,0,0,0.57,0.295918367,1.03,0.78,14,1.67,5.65,0.591150442,3.63,3.11,0.168115942,3.36359,2.055
Cs2LiLaBr6,3.7835,True,1.45,1.95,0.79,2,6.0,1.032,3.0,0.12,0.5,0.950731807,0.457142857,0,1,0,0,0.272,0.526530612,1.98,1.86,54,1.67,5.712,0.584733894,3.63,2.72,0.452631579,3.36359,1.04
Cs2NaYBr6,4.2176,True,1.8,1.8,0.79,3,5.0,0.9,11.0,0.29,0.0,0.929893849,0.489795918,0,1,0,0,0.12,0.459183673,2.03,1.74,28,1.67,5.84,0.571917808,3.63,2.98,0.294117647,3.36359,1.075
Cs2LiInBr6,1.318,True,1.45,1.55,0.79,2,5.0,0.8,3.0,0.8,0.1,0.990981766,0.397959184,0,1,0,0,0.04,0.408163265,1.98,1.18,46,1.67,5.48,0.609489051,3.63,2.72,0.350877193,3.36359,1.38
Cs2RbInBr6,2.4963,True,2.35,1.55,0.79,5,5.0,0.8,37.0,0.96,0.8,0.870285269,0.591836735,0,1,0,0,0.72,0.408163265,2.14,1.18,12,1.67,6.24,0.53525641,3.63,3.48,0.175438596,3.36359,1.3
Cs2NaInBr6,1.8935,True,1.8,1.55,0.79,3,5.0,0.8,11.0,0.85,0.25,0.946094091,0.464285714,0,1,0,0,0.22,0.408163265,2.03,1.18,38,1.67,5.74,0.581881533,3.63,2.98,0.261437908,3.36359,1.355
Cs2TlInBr6,1.8255,False,1.9,1.55,0.79,6,5.0,0.8,81.0,0.16,0.35,0.873083614,0.586734694,0,1,0,0,0.7,0.408163265,1.34,1.18,32,1.67,6.22,0.536977492,3.63,3.46,0.177777778,3.36359,1.7
Cs2TlSbI6,0.9367,True,1.9,1.45,0.79,6,5.0,0.76,81.0,0.43,0.45,0.866365065,0.513636364,0,0,1,0,0.74,0.345454545,1.04,0.61,30,1.67,6.66,0.501501502,3.87,3.7,0.168888889,3.05904,1.835
Cs2TlInI6,1.4001,False,1.9,1.55,0.79,6,5.0,0.8,81.0,0.16,0.35,0.861192736,0.522727273,0,0,1,0,0.7,0.363636364,1.04,0.88,32,1.67,6.7,0.498507463,3.87,3.7,0.177777778,3.05904,1.7
Cs2TlGaI6,0.574,False,1.9,1.3,0.79,6,4.0,0.62,81.0,0.19,0.6,0.884967996,0.481818182,0,0,1,0,0.88,0.281818182,1.04,0.85,50,1.67,6.52,0.512269939,3.87,3.7,0.137777778,3.05904,1.715
Cs2AlTlI6,1.5911,False,1.9,1.25,0.79,6,3.0,0.535,81.0,0.01,0.65,0.89665755,0.4625,0,0,1,0,0.965,0.243181818,1.04,1.05,68,1.67,6.435,0.519036519,3.87,3.7,0.118888889,3.05904,1.615
Cs2RbScI6,2.3929,False,2.35,1.6,0.79,5,4.0,0.745,37.0,0.54,0.75,0.865715129,0.514772727,0,0,1,0,0.775,0.338636364,1.84,1.3,16,1.67,6.665,0.501125281,3.87,3.72,0.163377193,3.05904,1.09
Cs2RbAsI6,2.286,False,2.35,1.15,0.79,5,4.0,0.58,37.0,1.36,1.2,0.887690975,0.477272727,0,0,1,0,0.94,0.263636364,1.84,0.48,4,1.67,6.5,0.513846154,3.87,3.72,0.127192982,3.05904,1.5
Cs2RbAlI6,1.8835,True,2.35,1.25,0.79,5,3.0,0.535,37.0,0.79,1.1,0.89387937,0.467045455,0,0,1,0,0.985,0.243181818,1.84,1.05,24,1.67,6.455,0.51742835,3.87,3.72,0.117324561,3.05904,1.215
Cs2NaYI6,3.1517,True,1.8,1.8,0.79,3,5.0,0.9,11.0,0.29,0.0,0.912973312,0.436363636,0,0,1,0,0.12,0.409090909,1.73,1.44,28,1.67,6.32,0.528481013,3.87,3.22,0.294117647,3.05904,1.075
Cs2NaTlI6,0.0817,False,1.8,1.9,0.79,3,6.0,1.5,11.0,0.69,0.1,0.833813777,0.572727273,0,0,1,0,0.48,0.681818182,1.73,1.04,70,1.67,6.92,0.48265896,3.87,3.22,0.490196078,3.05904,1.275
Cs2NaSbI6,1.8895,False,1.8,1.45,0.79,3,5.0,0.76,11.0,1.12,0.35,0.933655556,0.404545455,0,0,1,0,0.26,0.345454545,1.73,0.61,40,1.67,6.18,0.540453074,3.87,3.22,0.248366013,3.05904,1.49
Cs2NaScI6,2.2294,False,1.8,1.6,0.79,3,4.0,0.745,11.0,0.43,0.2,0.935927224,0.401136364,0,0,1,0,0.275,0.338636364,1.73,1.3,10,1.67,6.165,0.541768045,3.87,3.22,0.243464052,3.05904,1.145
Cs2NaPrI6,3.1147,True,1.8,1.85,0.79,3,6.0,0.99,11.0,0.2,0.05,0.900154654,0.456818182,0,0,1,0,0.03,0.45,1.73,1.53,48,1.67,6.41,0.521060842,3.87,3.22,0.323529412,3.05904,1.03
Cs2NaMoI6,1.0847,True,1.8,1.45,0.79,3,5.0,0.69,11.0,1.23,0.35,0.944352101,0.388636364,0,0,1,0,0.33,0.313636364,1.73,0.5,31,1.67,6.11,0.546644845,3.87,3.22,0.225490196,3.05904,1.545
Cs2NaInI6,0.6998,True,1.8,1.55,0.79,3,5.0,0.8,11.0,0.85,0.25,0.92765134,0.413636364,0,0,1,0,0.22,0.363636364,1.73,0.88,38,1.67,6.22,0.536977492,3.87,3.22,0.261437908,3.05904,1.355
Cs2RbGaI6,0.9753,True,2.35,1.3,0.79,5,4.0,0.62,37.0,0.99,1.05,0.882261672,0.486363636,0,0,1,0,0.9,0.281818182,1.84,0.85,6,1.67,6.54,0.510703364,3.87,3.72,0.135964912,3.05904,1.315
Cs2YTlI6,3.0866,True,1.9,1.8,0.79,6,5.0,0.9,81.0,0.4,0.1,0.848528137,0.545454545,0,0,1,0,0.6,0.409090909,1.04,1.44,42,1.67,6.8,0.491176471,3.87,3.7,0.2,3.05904,1.42
Cs2ScTlI6,2.4146,False,1.9,1.6,0.79,6,4.0,0.745,81.0,0.26,0.3,0.868320743,0.510227273,0,0,1,0,0.755,0.338636364,1.04,1.3,60,1.67,6.645,0.502633559,3.87,3.7,0.165555556,3.05904,1.49
Cs2TlBiI6,1.3773,True,1.9,1.6,0.79,6,6.0,1.03,81.0,0.4,0.3,0.832610582,0.575,0,0,1,0,0.47,0.468181818,1.04,0.64,2,1.67,6.93,0.481962482,3.87,3.7,0.228888889,3.05904,1.82
Cs2RbYI6,3.3296,False,2.35,1.8,0.79,5,5.0,0.9,37.0,0.4,0.55,0.846039785,0.55,0,0,1,0,0.62,0.409090909,1.84,1.44,2,1.67,6.82,0.48973607,3.87,3.72,0.197368421,3.05904,1.02
Cs2RbTlI6,0.6116,True,2.35,1.9,0.79,5,6.0,1.5,37.0,0.8,0.45,0.777626864,0.686363636,0,0,1,0,0.02,0.681818182,1.84,1.04,44,1.67,7.42,0.450134771,3.87,3.72,0.328947368,3.05904,1.22
Cs2RbSbI6,2.3768,True,2.35,1.45,0.79,5,5.0,0.76,37.0,1.23,0.9,0.863771158,0.518181818,0,0,1,0,0.76,0.345454545,1.84,0.61,14,1.67,6.68,0.5,3.87,3.72,0.166666667,3.05904,1.435
Cs2RbInI6,1.3972,True,2.35,1.55,0.79,5,5.0,0.8,37.0,0.96,0.8,0.858629663,0.527272727,0,0,1,0,0.72,0.363636364,1.84,0.88,12,1.67,6.72,0.49702381,3.87,3.72,0.175438596,3.05904,1.3
Cs2TlAsI6,1.0046,True,1.9,1.15,0.79,6,4.0,0.58,81.0,0.56,0.75,0.890430761,0.472727273,0,0,1,0,0.92,0.263636364,1.04,0.48,48,1.67,6.48,0.515432099,3.87,3.7,0.128888889,3.05904,1.9
Cs2NaCeI6,2.3813,False,1.8,1.85,0.79,3,6.0,1.01,11.0,0.19,0.05,0.897354795,0.461363636,0,0,1,0,0.01,0.459090909,1.73,1.54,47,1.67,6.43,0.519440124,3.87,3.22,0.330065359,3.05904,1.025
Cs2NaBiI6,2.1074,False,1.8,1.6,0.79,3,6.0,1.03,11.0,1.09,0.2,0.8945723,0.465909091,0,0,1,0,0.01,0.468181818,1.73,0.64,72,1.67,6.45,0.517829457,3.87,3.22,0.336601307,3.05904,1.475
Cs2LiYI6,3.0085,True,1.45,1.8,0.79,2,5.0,0.9,3.0,0.24,0.35,0.952143785,0.377272727,0,0,1,0,0.14,0.409090909,1.68,1.44,36,1.67,6.06,0.551155116,3.87,2.96,0.394736842,3.05904,1.1
Cs2LiSbI6,1.7376,False,1.45,1.45,0.79,2,5.0,0.76,3.0,1.07,0.0,0.974660698,0.345454545,0,0,1,0,0.0,0.345454545,1.68,0.61,48,1.67,5.92,0.564189189,3.87,2.96,0.333333333,3.05904,1.515
Cs2LiCeI6,0.2572,False,1.45,1.85,0.79,2,6.0,1.01,3.0,0.14,0.4,0.935168774,0.402272727,0,0,1,0,0.25,0.459090909,1.68,1.54,55,1.67,6.17,0.541329011,3.87,2.96,0.442982456,3.05904,1.05
Cs2KYI6,3.2816,False,2.2,1.8,0.79,4,5.0,0.9,19.0,0.4,0.4,0.863771158,0.518181818,0,0,1,0,0.48,0.409090909,1.84,1.44,20,1.67,6.68,0.5,3.87,3.58,0.217391304,3.05904,1.02
Cs2KTlI6,0.5223,True,2.2,1.9,0.79,4,6.0,1.5,19.0,0.8,0.3,0.792581227,0.654545455,0,0,1,0,0.12,0.681818182,1.84,1.04,62,1.67,7.28,0.458791209,3.87,3.58,0.362318841,3.05904,1.22
Cs2KSbI6,2.441,False,2.2,1.45,0.79,4,5.0,0.76,19.0,1.23,0.75,0.882261672,0.486363636,0,0,1,0,0.62,0.345454545,1.84,0.61,32,1.67,6.54,0.510703364,3.87,3.58,0.183574879,3.05904,1.435
Cs2KScI6,2.3591,False,2.2,1.6,0.79,4,4.0,0.745,19.0,0.54,0.6,0.88428986,0.482954545,0,0,1,0,0.635,0.338636364,1.84,1.3,2,1.67,6.525,0.511877395,3.87,3.58,0.179951691,3.05904,1.09
Cs2KGaI6,0.8284,True,2.2,1.3,0.79,4,4.0,0.62,19.0,0.99,0.9,0.901561146,0.454545455,0,0,1,0,0.76,0.281818182,1.84,0.85,12,1.67,6.4,0.521875,3.87,3.58,0.149758454,3.05904,1.315
Cs2KCeI6,0.2768,False,2.2,1.85,0.79,4,6.0,1.01,19.0,0.3,0.35,0.849777811,0.543181818,0,0,1,0,0.37,0.459090909,1.84,1.54,39,1.67,6.79,0.491899853,3.87,3.58,0.243961353,3.05904,0.97
Cs2KAsI6,1.8435,False,2.2,1.15,0.79,4,4.0,0.58,19.0,1.36,1.05,0.907231342,0.445454545,0,0,1,0,0.8,0.263636364,1.84,0.48,14,1.67,6.36,0.525157233,3.87,3.58,0.140096618,3.05904,1.5
Cs2YInI6,0.0509,False,1.55,1.8,0.79,5,5.0,0.9,49.0,0.56,0.25,0.945900219,0.386363636,0,0,1,0,0.1,0.409090909,0.88,1.44,10,1.67,6.1,0.547540984,3.87,3.0,0.375,3.05904,1.5
Cs2LiNdI6,2.9743,True,1.45,1.85,0.79,2,6.0,0.983,3.0,0.16,0.4,0.939279071,0.396136364,0,0,1,0,0.223,0.446818182,1.68,1.52,57,1.67,6.143,0.543708286,3.87,2.96,0.431140351,3.05904,1.06
Cs2LiMoI6,0.9856,True,1.45,1.45,0.79,2,5.0,0.69,3.0,1.18,0.0,0.986323305,0.329545455,0,0,1,0,0.07,0.313636364,1.68,0.5,39,1.67,5.85,0.570940171,3.87,2.96,0.302631579,3.05904,1.57
Cs2LiBiI6,1.9323,False,1.45,1.6,0.79,2,6.0,1.03,3.0,1.04,0.15,0.932147227,0.406818182,0,0,1,0,0.27,0.468181818,1.68,0.64,80,1.67,6.19,0.539579968,3.87,2.96,0.451754386,3.05904,1.5
Cs2YCuI6,1.7212,False,1.35,1.8,0.79,4,5.0,0.9,29.0,0.68,0.45,0.950575179,0.379545455,0,0,1,0,0.13,0.409090909,0.76,1.44,10,1.67,6.07,0.550247117,3.87,2.97,0.38961039,3.05904,1.56
Cs2CuSbI6,0.6998,False,1.35,1.45,0.79,4,5.0,0.76,29.0,0.15,0.1,0.973017088,0.347727273,0,0,1,0,0.01,0.345454545,0.76,0.61,22,1.67,5.93,0.563237774,3.87,2.97,0.329004329,3.05904,1.975
Cs2PrCuI6,1.7764,False,1.35,1.85,0.79,4,6.0,0.99,29.0,0.77,0.5,0.936686905,0.4,0,0,1,0,0.22,0.45,0.76,1.53,30,1.67,6.16,0.542207792,3.87,2.97,0.428571429,3.05904,1.515
Cs2NdCuI6,1.7889,False,1.35,1.85,0.79,4,6.0,0.983,29.0,0.76,0.5,0.937752533,0.398409091,0,0,1,0,0.213,0.446818182,0.76,1.52,31,1.67,6.153,0.542824638,3.87,2.97,0.425541126,3.05904,1.52
Cs2CuMoI6,0.0872,True,1.35,1.45,0.79,4,5.0,0.69,29.0,0.26,0.1,0.984640159,0.331818182,0,0,1,0,0.08,0.313636364,0.76,0.5,13,1.67,5.86,0.56996587,3.87,2.97,0.298701299,3.05904,2.03
Cs2InBiI6,0.5816,True,1.55,1.6,0.79,6,1.03,83.0,0.8,0.24,0.05,0.926162333,0.415909091,0,0,1,0,0.23,0.64,0.363636364,3.23,34,1.67,6.23,0.53611557,3.87,0.88,0.258899676,3.05904,1.9
Cs2InAsI6,0.129,True,1.55,1.15,0.79,4,0.58,33.0,0.8,0.4,0.4,0.998268397,0.313636364,0,0,1,0,0.22,0.48,0.363636364,2.78,16,1.67,5.78,0.577854671,3.87,0.88,0.459770115,3.05904,1.98
Cs2YHgI6,0.0,False,1.5,1.8,0.79,6,5.0,0.9,80.0,0.78,0.3,0.901561146,0.454545455,0,0,1,0,0.2,0.409090909,0.66,1.44,41,1.67,6.4,0.521875,3.87,3.3,0.272727273,3.05904,1.61
Cs2AlInI6,0.9566,False,1.55,1.25,0.79,5,3.0,0.535,49.0,0.17,0.3,1.006101366,0.303409091,0,0,1,0,0.265,0.243181818,0.88,1.05,36,1.67,5.735,0.58238884,3.87,3.0,0.222916667,3.05904,1.695
Cs2ScHgI6,0.0,False,1.5,1.6,0.79,6,4.0,0.745,80.0,0.64,0.1,0.923937764,0.419318182,0,0,1,0,0.355,0.338636364,0.66,1.3,59,1.67,6.245,0.534827862,3.87,3.3,0.225757576,3.05904,1.68
Cs2InHgI6,0.0,False,1.5,1.55,0.79,6,5.0,0.8,80.0,0.22,0.05,0.91587164,0.431818182,0,0,1,0,0.3,0.363636364,0.66,0.88,31,1.67,6.3,0.53015873,3.87,3.3,0.242424242,3.05904,1.89
Cs2GaHgI6,0.0,False,1.5,1.3,0.79,6,4.0,0.62,80.0,0.19,0.2,0.942809042,0.390909091,0,0,1,0,0.48,0.281818182,0.66,0.85,49,1.67,6.12,0.545751634,3.87,3.3,0.187878788,3.05904,1.905
Cs2HgAsI6,0.0,False,1.5,1.15,0.79,6,4.0,0.58,80.0,0.18,0.35,0.949011733,0.381818182,0,0,1,0,0.52,0.263636364,0.66,0.48,47,1.67,6.08,0.549342105,3.87,3.3,0.175757576,3.05904,2.09
Cs2YAuI6,1.1517,False,1.35,1.8,0.79,6,5.0,0.9,79.0,1.32,0.45,0.938209973,0.397727273,0,0,1,0,0.05,0.409090909,0.12,1.44,40,1.67,6.15,0.543089431,3.87,3.05,0.352941176,3.05904,1.88
Cs2SbAuI6,0.0,False,1.35,1.45,0.79,6,5.0,0.76,79.0,0.49,0.1,0.960065114,0.365909091,0,0,1,0,0.09,0.345454545,0.12,0.61,28,1.67,6.01,0.555740433,3.87,3.05,0.298039216,3.05904,2.295
Cs2ScAuI6,1.0839,False,1.35,1.6,0.79,6,4.0,0.745,79.0,1.18,0.25,0.962467278,0.3625,0,0,1,0,0.105,0.338636364,0.12,1.3,58,1.67,5.995,0.557130942,3.87,3.05,0.292156863,3.05904,1.95
Cs2GaAuI6,0.0,False,1.35,1.3,0.79,6,4.0,0.62,79.0,0.73,0.05,0.982962749,0.334090909,0,0,1,0,0.23,0.281818182,0.12,0.85,48,1.67,5.87,0.568994889,3.87,3.05,0.243137255,3.05904,2.175
Cs2AsAuI6,0.0,False,1.35,1.15,0.79,6,4.0,0.58,79.0,0.36,0.2,0.989706918,0.325,0,0,1,0,0.27,0.263636364,0.12,0.48,46,1.67,5.83,0.572898799,3.87,3.05,0.22745098,3.05904,2.36
Cs2YAgI6,2.4594,False,1.6,1.8,0.79,5,5.0,0.9,47.0,0.71,0.2,0.8945723,0.465909091,0,0,1,0,0.25,0.409090909,0.73,1.44,8,1.67,6.45,0.517829457,3.87,3.35,0.260869565,3.05904,1.575
Cs2AlAuI6,0.0,False,1.35,1.25,0.79,6,3.0,0.535,79.0,0.93,0.1,0.997405589,0.314772727,0,0,1,0,0.315,0.243181818,0.12,1.05,66,1.67,5.785,0.577355229,3.87,3.05,0.209803922,3.05904,2.075
Cs2TlAgI6,0.0,False,1.6,1.9,0.79,6,1.5,81.0,1.15,0.31,0.3,0.818438487,0.602272727,0,0,1,0,0.35,1.04,0.522727273,3.7,34,1.67,7.05,0.473758865,3.87,0.73,0.255555556,3.05904,1.775
Cs2ScAgI6,2.0571,False,1.6,1.6,0.79,5,4.0,0.745,47.0,0.57,0.0,0.9165991,0.430681818,0,0,1,0,0.405,0.338636364,0.73,1.3,26,1.67,6.295,0.530579825,3.87,3.35,0.215942029,3.05904,1.645
Cs2AgSbI6,0.4387,False,1.6,1.45,0.79,5,5.0,0.76,47.0,0.12,0.15,0.91442018,0.434090909,0,0,1,0,0.39,0.345454545,0.73,0.61,4,1.67,6.31,0.529318542,3.87,3.35,0.220289855,3.05904,1.99
Cs2PrAgI6,2.5343,False,1.6,1.85,0.79,5,6.0,0.99,47.0,0.8,0.25,0.882261672,0.486363636,0,0,1,0,0.16,0.45,0.73,1.53,12,1.67,6.54,0.510703364,3.87,3.35,0.286956522,3.05904,1.53
Cs2LiPrI6,2.9609,True,1.45,1.85,0.79,2,6.0,0.99,3.0,0.15,0.4,0.938209973,0.397727273,0,0,1,0,0.23,0.45,1.68,1.53,56,1.67,6.15,0.543089431,3.87,2.96,0.434210526,3.05904,1.055
Cs2KPrI6,3.2328,True,2.2,1.85,0.79,4,6.0,0.99,19.0,0.31,0.35,0.852288233,0.538636364,0,0,1,0,0.39,0.45,1.84,1.53,40,1.67,6.77,0.493353028,3.87,3.58,0.239130435,3.05904,0.975
