Formula,Band Gap,Is Gap Direct,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,B2_ionic_radius,B1_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,octahedral_factor,X_is_Cl,X_is_Br,X_is_I,X_is_F,B1_B2_ionic_radius_diff,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,lattice_constant,A_radius_ratio_in_cell,A_X_bond_length,B1_X_bond_length,B1_B2_charge_density_ratio,X_electron_affinity,B_electroneg_avg
K2RbAuBr6,0.0,False,2.35,1.35,0.82,5,6.0,0.85,37.0,1.72,1.0,0.809406808,0.604591837,0,1,0,0,0.67,0.433673469,2.14,0.42,42,1.38,6.29,0.438791733,3.34,3.48,0.186403509,3.36359,1.68
K2RbAsBr6,3.0965,True,2.35,1.15,0.82,5,4.0,0.58,37.0,1.36,1.2,0.845709107,0.535714286,0,1,0,0,0.94,0.295918367,2.14,0.78,4,1.38,6.02,0.458471761,3.34,3.48,0.127192982,3.36359,1.5
K2RbAlBr6,3.3626,True,2.35,1.25,0.82,5,3.0,0.535,37.0,0.79,1.1,0.852078464,0.524234694,0,1,0,0,0.985,0.272959184,2.14,1.35,24,1.38,5.975,0.461924686,3.34,3.48,0.117324561,3.36359,1.215
K2NaInBr6,2.0195,True,1.8,1.55,0.82,3,5.0,0.8,11.0,0.85,0.25,0.88696321,0.464285714,0,1,0,0,0.22,0.408163265,2.03,1.18,38,1.38,5.74,0.480836237,3.34,2.98,0.261437908,3.36359,1.355
K2NaGaBr6,1.6303,True,1.8,1.3,0.82,3,4.0,0.62,11.0,0.88,0.5,0.915677846,0.418367347,0,1,0,0,0.4,0.316326531,2.03,1.15,20,1.38,5.56,0.496402878,3.34,2.98,0.202614379,3.36359,1.37
K2NaScBr6,3.0952,False,1.8,1.6,0.82,3,4.0,0.745,11.0,0.43,0.2,0.895544208,0.450255102,0,1,0,0,0.275,0.380102041,2.03,1.6,10,1.38,5.685,0.485488127,3.34,2.98,0.243464052,3.36359,1.145
K2NaTlBr6,1.0308,True,1.8,1.9,0.82,3,6.0,1.5,11.0,0.69,0.1,0.790554165,0.642857143,0,1,0,0,0.48,0.765306122,2.03,1.34,70,1.38,6.44,0.428571429,3.34,2.98,0.490196078,3.36359,1.275
K2ScHgBr6,0.0,False,1.5,1.6,0.82,6,4.0,0.745,80.0,0.64,0.1,0.883116882,0.470663265,0,1,0,0,0.355,0.380102041,0.96,1.6,59,1.38,5.765,0.478751084,3.34,3.06,0.225757576,3.36359,1.68
K2HgAuBr6,0.0,False,1.5,1.35,0.82,6,6.0,0.85,80.0,0.54,0.15,0.867320072,0.49744898,0,1,0,0,0.25,0.433673469,0.96,0.42,1,1.38,5.87,0.470187394,3.34,3.06,0.257575758,3.36359,2.27
K2ScAuBr6,1.7408,False,1.35,1.6,0.82,6,4.0,0.745,79.0,1.18,0.25,0.923149379,0.406887755,0,1,0,0,0.105,0.380102041,0.42,1.6,58,1.38,5.515,0.500453309,3.34,2.81,0.292156863,3.36359,1.95
K2BiAuBr6,0.389,False,1.6,1.35,0.82,6,0.85,79.0,1.03,0.52,0.25,0.877787728,0.479591837,0,1,0,0,0.18,0.42,0.525510204,2.81,4,1.38,5.8,0.475862069,3.34,0.94,0.403921569,3.36359,2.28
K2ScAgBr6,2.8359,False,1.6,1.6,0.82,5,4.0,0.745,47.0,0.57,0.0,0.875523444,0.483418367,0,1,0,0,0.405,0.380102041,1.03,1.6,26,1.38,5.815,0.474634566,3.34,3.11,0.215942029,3.36359,1.645
K2AlAuBr6,0.0,False,1.35,1.25,0.82,6,3.0,0.535,79.0,0.93,0.1,0.959692521,0.353316327,0,1,0,0,0.315,0.272959184,0.42,1.35,66,1.38,5.305,0.520263902,3.34,2.81,0.209803922,3.36359,2.075
K2AgAsBr6,0.7592,False,1.6,1.15,0.82,5,4.0,0.58,47.0,0.25,0.45,0.901091827,0.441326531,0,1,0,0,0.57,0.295918367,1.03,0.78,14,1.38,5.65,0.488495575,3.34,3.11,0.168115942,3.36359,2.055
K2ScInBr6,2.3286,True,1.55,1.6,0.82,5,4.0,0.745,49.0,0.42,0.05,0.931595393,0.394132653,0,1,0,0,0.055,0.380102041,1.18,1.6,28,1.38,5.465,0.505032022,3.34,2.76,0.310416667,3.36359,1.57
K2YHgBr6,0.0,False,1.5,1.8,0.82,6,5.0,0.9,80.0,0.78,0.3,0.859994734,0.510204082,0,1,0,0,0.2,0.459183673,0.96,1.74,41,1.38,5.92,0.466216216,3.34,3.06,0.272727273,3.36359,1.61
K2TlHgBr6,0.0,False,1.5,1.9,0.82,6,1.5,81.0,1.1,0.38,0.4,0.780854114,0.663265306,0,1,0,0,0.4,1.34,0.56122449,3.46,1,1.38,6.52,0.423312883,3.34,0.96,0.244444444,3.36359,1.81
K2HgSbBr6,0.0,False,1.5,1.45,0.82,6,5.0,0.76,80.0,0.05,0.05,0.880825056,0.474489796,0,1,0,0,0.34,0.387755102,0.96,0.91,29,1.38,5.78,0.477508651,3.34,3.06,0.23030303,3.36359,2.025
K2YCuBr6,2.3227,False,1.35,1.8,0.82,4,5.0,0.9,29.0,0.68,0.45,0.910763654,0.426020408,0,1,0,0,0.13,0.459183673,1.06,1.74,10,1.38,5.59,0.493738819,3.34,2.73,0.38961039,3.36359,1.56
K2YAuBr6,1.8862,False,1.35,1.8,0.82,6,5.0,0.9,79.0,1.32,0.45,0.897913373,0.446428571,0,1,0,0,0.05,0.459183673,0.42,1.74,40,1.38,5.67,0.486772487,3.34,2.81,0.352941176,3.36359,1.88
K2InAuBr6,0.0,False,1.55,1.35,0.82,6,0.85,79.0,0.8,0.76,0.2,0.9140339,0.420918367,0,1,0,0,0.05,0.42,0.408163265,2.81,30,1.38,5.57,0.49551167,3.34,1.18,0.31372549,3.36359,2.16
K2GaAuBr6,0.0,False,1.35,1.3,0.82,6,4.0,0.62,79.0,0.73,0.05,0.944558223,0.375,0,1,0,0,0.23,0.316326531,0.42,1.15,48,1.38,5.39,0.512059369,3.34,2.81,0.243137255,3.36359,2.175
K2AgAuBr6,0.0,False,1.6,1.35,0.82,5,6.0,0.85,47.0,0.61,0.25,0.859994734,0.510204082,0,1,0,0,0.3,0.433673469,1.03,0.42,32,1.38,5.92,0.466216216,3.34,3.11,0.246376812,3.36359,2.235
K2AlAgBr6,1.4617,True,1.6,1.25,0.82,5,3.0,0.535,47.0,0.32,0.35,0.908326284,0.429846939,0,1,0,0,0.615,0.272959184,1.03,1.35,34,1.38,5.605,0.492417484,3.34,3.11,0.155072464,3.36359,1.77
K2InCuBr6,0.0,False,1.35,1.55,0.82,4,5.0,0.8,29.0,0.12,0.2,0.927353156,0.400510204,0,1,0,0,0.03,0.408163265,1.06,1.18,20,1.38,5.49,0.50273224,3.34,2.73,0.346320346,3.36359,1.84
K2InSbBr6,0.6289,True,1.55,1.45,0.82,5,0.76,51.0,0.8,0.27,0.1,0.929045406,0.397959184,0,1,0,0,0.04,0.91,0.408163265,2.72,2,1.38,5.48,0.503649635,3.34,1.18,0.350877193,3.36359,1.915
K2InGaBr6,1.0688,False,1.3,1.55,0.82,4,5.0,0.8,31.0,0.03,0.25,0.953402402,0.362244898,0,1,0,0,0.18,0.408163265,1.15,1.18,18,1.38,5.34,0.516853933,3.34,2.58,0.430107527,3.36359,1.795
K2AlInBr6,1.7287,False,1.55,1.25,0.82,5,3.0,0.535,49.0,0.17,0.3,0.968823753,0.340561224,0,1,0,0,0.265,0.272959184,1.18,1.35,36,1.38,5.255,0.525214082,3.34,2.76,0.222916667,3.36359,1.695
K2InHgBr6,0.0,False,1.5,1.55,0.82,6,5.0,0.8,80.0,0.22,0.05,0.874771276,0.484693878,0,1,0,0,0.3,0.408163265,0.96,1.18,31,1.38,5.82,0.474226804,3.34,3.06,0.242424242,3.36359,1.89
K2GaHgBr6,0.0,False,1.5,1.3,0.82,6,4.0,0.62,80.0,0.19,0.2,0.902689508,0.43877551,0,1,0,0,0.48,0.316326531,0.96,1.15,49,1.38,5.64,0.489361702,3.34,3.06,0.187878788,3.36359,1.905
K2HgBiBr6,0.0,False,1.5,1.6,0.82,6,6.0,1.03,80.0,0.02,0.1,0.841515508,0.543367347,0,1,0,0,0.07,0.525510204,0.96,0.94,3,1.38,6.05,0.456198347,3.34,3.06,0.312121212,3.36359,2.01
K2HgAsBr6,0.0,False,1.5,1.15,0.82,6,4.0,0.58,80.0,0.18,0.35,0.90913729,0.428571429,0,1,0,0,0.52,0.295918367,0.96,0.78,47,1.38,5.6,0.492857143,3.34,3.06,0.175757576,3.36359,2.09
K2AlHgBr6,0.0,False,1.5,1.25,0.82,6,3.0,0.535,80.0,0.39,0.25,0.916502039,0.417091837,0,1,0,0,0.565,0.272959184,0.96,1.35,67,1.38,5.555,0.496849685,3.34,3.06,0.162121212,3.36359,1.805
K2TlCuBr6,0.0,False,1.35,1.9,0.82,6,1.5,81.0,0.77,0.28,0.55,0.822482847,0.579081633,0,1,0,0,0.73,1.34,0.392857143,3.46,52,1.38,6.19,0.445880452,3.34,1.06,0.171111111,3.36359,1.76
K2SbAuBr6,0.238,False,1.35,1.45,0.82,6,5.0,0.76,79.0,0.49,0.1,0.920645357,0.410714286,0,1,0,0,0.09,0.387755102,0.42,0.91,28,1.38,5.53,0.499095841,3.34,2.81,0.298039216,3.36359,2.295
K2AsAuBr6,0.1518,False,1.35,1.15,0.82,6,4.0,0.58,79.0,0.36,0.2,0.951620341,0.364795918,0,1,0,0,0.27,0.295918367,0.42,0.78,46,1.38,5.35,0.51588785,3.34,2.81,0.22745098,3.36359,2.36
K2TlAgBr6,0.0,False,1.6,1.9,0.82,6,1.5,81.0,1.15,0.31,0.3,0.774911541,0.676020408,0,1,0,0,0.35,1.34,0.586734694,3.46,34,1.38,6.57,0.420091324,3.34,1.03,0.255555556,3.36359,1.775
K2InAgBr6,0.1875,True,1.6,1.55,0.82,5,5.0,0.8,47.0,0.15,0.05,0.867320072,0.49744898,0,1,0,0,0.35,0.408163265,1.03,1.18,2,1.38,5.87,0.470187394,3.34,3.11,0.231884058,3.36359,1.855
K2GaAgBr6,0.0,False,1.6,1.3,0.82,5,4.0,0.62,47.0,0.12,0.3,0.894757263,0.451530612,0,1,0,0,0.53,0.316326531,1.03,1.15,16,1.38,5.69,0.485061511,3.34,3.11,0.179710145,3.36359,1.87
K2CeCuBr6,0.2116,False,1.35,1.85,0.82,4,6.0,1.01,29.0,0.78,0.5,0.893187513,0.454081633,0,1,0,0,0.24,0.515306122,1.06,1.84,29,1.38,5.7,0.484210526,3.34,2.73,0.437229437,3.36359,1.51
K2RbYCl6,4.4925,True,2.35,1.8,0.82,5,5.0,0.9,37.0,0.4,0.55,0.807787548,0.668508287,1,0,0,0,0.62,0.497237569,2.34,1.94,2,1.38,6.04,0.456953642,3.19,3.33,0.197368421,3.61272,1.02
K2RbSbCl6,3.3633,True,2.35,1.45,0.82,5,5.0,0.76,37.0,1.23,0.9,0.826955388,0.629834254,1,0,0,0,0.76,0.419889503,2.34,1.11,14,1.38,5.9,0.46779661,3.19,3.33,0.166666667,3.61272,1.435
K2RbMoCl6,1.6332,True,2.35,1.45,0.82,5,5.0,0.69,37.0,1.34,0.9,0.836884527,0.610497238,1,0,0,0,0.83,0.38121547,2.34,1.0,5,1.38,5.83,0.473413379,3.19,3.33,0.151315789,3.61272,1.49
K2RbPrCl6,4.3496,True,2.35,1.85,0.82,5,6.0,0.99,37.0,0.31,0.5,0.795927698,0.693370166,1,0,0,0,0.53,0.546961326,2.34,2.03,22,1.38,6.13,0.450244698,3.19,3.33,0.217105263,3.61272,0.975
K2RbNdCl6,4.3595,True,2.35,1.85,0.82,5,6.0,0.983,37.0,0.32,0.5,0.796837627,0.691436464,1,0,0,0,0.537,0.543093923,2.34,2.02,23,1.38,6.123,0.450759432,3.19,3.33,0.215570175,3.61272,0.98
K2RbCeCl6,0.3325,False,2.35,1.85,0.82,5,6.0,1.01,37.0,0.3,0.5,0.793339315,0.698895028,1,0,0,0,0.51,0.55801105,2.34,2.04,21,1.38,6.15,0.448780488,3.19,3.33,0.221491228,3.61272,0.97
K2RbBiCl6,3.9638,False,2.35,1.6,0.82,5,6.0,1.03,37.0,1.2,0.75,0.790767713,0.70441989,1,0,0,0,0.49,0.569060773,2.34,1.14,46,1.38,6.17,0.44732577,3.19,3.33,0.225877193,3.61272,1.42
K2LiMoCl6,1.4862,False,1.45,1.45,0.82,2,5.0,0.69,3.0,1.18,0.0,0.962334673,0.400552486,1,0,0,0,0.07,0.38121547,2.18,1.0,39,1.38,5.07,0.544378698,3.19,2.57,0.302631579,3.61272,1.57
K2CuSbCl6,0.583,False,1.35,1.45,0.82,4,5.0,0.76,29.0,0.15,0.1,0.947385785,0.422651934,1,0,0,0,0.01,0.419889503,1.26,1.11,22,1.38,5.15,0.53592233,3.19,2.58,0.329004329,3.61272,1.975
K2AgMoCl6,1.0353,True,1.6,1.45,0.82,5,5.0,0.69,47.0,0.23,0.15,0.893596482,0.508287293,1,0,0,0,0.46,0.38121547,1.23,1.0,5,1.38,5.46,0.505494505,3.19,2.96,0.2,3.61272,2.045
K2NaYCl6,4.9526,True,1.8,1.8,0.82,3,5.0,0.9,11.0,0.29,0.0,0.880692561,0.53038674,1,0,0,0,0.12,0.497237569,2.23,1.94,28,1.38,5.54,0.498194946,3.19,2.83,0.294117647,3.61272,1.075
K2NaMoCl6,1.5542,False,1.8,1.45,0.82,3,5.0,0.69,11.0,1.23,0.35,0.915391518,0.472375691,1,0,0,0,0.33,0.38121547,2.23,1.0,31,1.38,5.33,0.51782364,3.19,2.83,0.225490196,3.61272,1.545
K2NaInCl6,3.2151,True,1.8,1.55,0.82,3,5.0,0.8,11.0,0.85,0.25,0.896881763,0.502762431,1,0,0,0,0.22,0.44198895,2.23,1.38,38,1.38,5.44,0.507352941,3.19,2.83,0.261437908,3.61272,1.355
K2LiYCl6,4.9248,True,1.45,1.8,0.82,2,5.0,0.9,3.0,0.24,0.35,0.924059998,0.458563536,1,0,0,0,0.14,0.497237569,2.18,1.94,36,1.38,5.28,0.522727273,3.19,2.57,0.394736842,3.61272,1.1
K2LiTbCl6,4.9973,True,1.45,1.75,0.82,2,6.0,0.923,3.0,0.12,0.3,0.920052195,0.464917127,1,0,0,0,0.163,0.509944751,2.18,2.06,62,1.38,5.303,0.520460117,3.19,2.57,0.404824561,3.61272,1.04
K2LiSbCl6,2.9339,False,1.45,1.45,0.82,2,5.0,0.76,3.0,1.07,0.0,0.949228948,0.419889503,1,0,0,0,0.0,0.419889503,2.18,1.11,48,1.38,5.14,0.536964981,3.19,2.57,0.333333333,3.61272,1.515
K2LiPrCl6,4.8264,True,1.45,1.85,0.82,2,6.0,0.99,3.0,0.15,0.4,0.908572959,0.483425414,1,0,0,0,0.23,0.546961326,2.18,2.03,56,1.38,5.37,0.51396648,3.19,2.57,0.434210526,3.61272,1.055
K2LiNdCl6,4.8605,True,1.45,1.85,0.82,2,6.0,0.983,3.0,0.16,0.4,0.909758864,0.481491713,1,0,0,0,0.223,0.543093923,2.18,2.02,57,1.38,5.363,0.51463733,3.19,2.57,0.431140351,3.61272,1.06
K2LiBiCl6,3.6182,False,1.45,1.6,0.82,2,6.0,1.03,3.0,1.04,0.15,0.901855229,0.494475138,1,0,0,0,0.27,0.569060773,2.18,1.14,80,1.38,5.41,0.510166359,3.19,2.57,0.451754386,3.61272,1.5
K2CuBiCl6,1.1617,False,1.35,1.6,0.82,4,6.0,1.03,29.0,0.12,0.25,0.90019129,0.497237569,1,0,0,0,0.26,0.569060773,1.26,1.14,54,1.38,5.42,0.509225092,3.19,2.58,0.445887446,3.61272,1.96
K2YAgCl6,3.6689,False,1.6,1.8,0.82,5,5.0,0.9,47.0,0.71,0.2,0.860500316,0.566298343,1,0,0,0,0.25,0.497237569,1.23,1.94,8,1.38,5.67,0.486772487,3.19,2.96,0.260869565,3.61272,1.575
K2AgSbCl6,1.6025,False,1.6,1.45,0.82,5,5.0,0.76,47.0,0.12,0.15,0.882285134,0.527624309,1,0,0,0,0.39,0.419889503,1.23,1.11,4,1.38,5.53,0.499095841,3.19,2.96,0.220289855,3.61272,1.99
K2InAgCl6,1.2922,True,1.6,1.55,0.82,5,5.0,0.8,47.0,0.15,0.05,0.875949154,0.538674033,1,0,0,0,0.35,0.44198895,1.23,1.38,2,1.38,5.57,0.49551167,3.19,2.96,0.231884058,3.61272,1.855
K2NaSbCl6,3.1323,False,1.8,1.45,0.82,3,5.0,0.76,11.0,1.12,0.35,0.903525332,0.491712707,1,0,0,0,0.26,0.419889503,2.23,1.11,40,1.38,5.4,0.511111111,3.19,2.83,0.248366013,3.61272,1.49
K2NaPrCl6,4.7855,True,1.8,1.85,0.82,3,6.0,0.99,11.0,0.2,0.05,0.866613995,0.555248619,1,0,0,0,0.03,0.546961326,2.23,2.03,48,1.38,5.63,0.490230906,3.19,2.83,0.323529412,3.61272,1.03
K2NaNdCl6,4.8337,True,1.8,1.85,0.82,3,6.0,0.983,11.0,0.21,0.05,0.867692831,0.553314917,1,0,0,0,0.037,0.543093923,2.23,2.02,49,1.38,5.623,0.490841188,3.19,2.83,0.32124183,3.61272,1.035
K2NaCeCl6,0.3201,False,1.8,1.85,0.82,3,6.0,1.01,11.0,0.19,0.05,0.863546335,0.560773481,1,0,0,0,0.01,0.55801105,2.23,2.04,47,1.38,5.65,0.488495575,3.19,2.83,0.330065359,3.61272,1.025
K2NaBiCl6,3.7886,False,1.8,1.6,0.82,3,6.0,1.03,11.0,1.09,0.2,0.860500316,0.566298343,1,0,0,0,0.01,0.569060773,2.23,1.14,72,1.38,5.67,0.486772487,3.19,2.83,0.336601307,3.61272,1.475
K2PrAgCl6,3.4664,False,1.6,1.85,0.82,5,6.0,0.99,47.0,0.8,0.25,0.847054998,0.591160221,1,0,0,0,0.16,0.546961326,1.23,2.03,12,1.38,5.76,0.479166667,3.19,2.96,0.286956522,3.61272,1.53
K2NdAgCl6,3.4986,False,1.6,1.85,0.82,5,6.0,0.983,47.0,0.79,0.25,0.848085658,0.589226519,1,0,0,0,0.167,0.543093923,1.23,2.02,13,1.38,5.753,0.479749696,3.19,2.96,0.284927536,3.61272,1.535
K2CeAgCl6,2.8498,False,1.6,1.85,0.82,5,6.0,1.01,47.0,0.81,0.25,0.844124012,0.596685083,1,0,0,0,0.14,0.55801105,1.23,2.04,11,1.38,5.78,0.477508651,3.19,2.96,0.292753623,3.61272,1.525
K2AgBiCl6,2.0583,False,1.6,1.6,0.82,5,6.0,1.03,47.0,0.09,0.0,0.84121324,0.602209945,1,0,0,0,0.12,0.569060773,1.23,1.14,36,1.38,5.8,0.475862069,3.19,2.96,0.298550725,3.61272,1.975
K2LiLuCl6,5.0952,True,1.45,1.75,0.82,2,6.0,0.861,3.0,0.29,0.3,0.930936232,0.447790055,1,0,0,0,0.101,0.475690608,2.18,1.89,68,1.38,5.241,0.526617058,3.19,2.57,0.377631579,3.61272,1.125
K2NaGaCl6,2.9202,True,1.8,1.3,0.82,3,4.0,0.62,11.0,0.88,0.5,0.927573534,0.453038674,1,0,0,0,0.4,0.342541436,2.23,1.35,20,1.38,5.26,0.524714829,3.19,2.83,0.202614379,3.61272,1.37
K2NaAuCl6,0.0,False,1.8,1.35,0.82,3,6.0,0.85,11.0,1.61,0.45,0.888713441,0.516574586,1,0,0,0,0.17,0.46961326,2.23,0.62,68,1.38,5.49,0.50273224,3.19,2.83,0.277777778,3.61272,1.735
K2ScTlCl6,3.3972,True,1.9,1.6,0.82,6,4.0,0.745,81.0,0.26,0.3,0.831890331,0.620165746,1,0,0,0,0.755,0.41160221,1.54,1.8,60,1.38,5.865,0.470588235,3.19,3.31,0.165555556,3.61272,1.49
K2RbAuCl6,0.1648,False,2.35,1.35,0.82,5,6.0,0.85,37.0,1.72,1.0,0.814530349,0.654696133,1,0,0,0,0.67,0.46961326,2.34,0.62,42,1.38,5.99,0.460767947,3.19,3.33,0.186403509,3.61272,1.68
K2NaLaCl6,4.6105,True,1.8,1.95,0.82,3,6.0,1.032,11.0,0.17,0.15,0.860196895,0.566850829,1,0,0,0,0.012,0.570165746,2.23,2.06,46,1.38,5.672,0.486600846,3.19,2.83,0.337254902,3.61272,1.015
K2TlSbCl6,1.9155,True,1.9,1.45,0.82,6,5.0,0.76,81.0,0.43,0.45,0.829768162,0.624309392,1,0,0,0,0.74,0.419889503,1.54,1.11,30,1.38,5.88,0.469387755,3.19,3.31,0.168888889,3.61272,1.835
K2RbTmCl6,4.5162,True,2.35,1.75,0.82,5,6.0,0.88,37.0,0.43,0.6,0.810471228,0.662983425,1,0,0,0,0.64,0.486187845,2.34,1.91,32,1.38,6.02,0.458471761,3.19,3.33,0.192982456,3.61272,1.035
K2RbTbCl6,4.2001,True,2.35,1.75,0.82,5,6.0,0.923,37.0,0.28,0.6,0.804723205,0.674861878,1,0,0,0,0.597,0.509944751,2.34,2.06,28,1.38,6.063,0.455220188,3.19,3.33,0.202412281,3.61272,0.96
K2RbScCl6,4.0698,False,2.35,1.6,0.82,5,4.0,0.745,37.0,0.54,0.75,0.829063176,0.625690608,1,0,0,0,0.775,0.41160221,2.34,1.8,16,1.38,5.885,0.468988955,3.19,3.33,0.163377193,3.61272,1.09
K2RbLuCl6,4.5442,True,2.35,1.75,0.82,5,6.0,0.861,37.0,0.45,0.6,0.813037292,0.657734807,1,0,0,0,0.659,0.475690608,2.34,1.89,34,1.38,6.001,0.459923346,3.19,3.33,0.188815789,3.61272,1.045
K2RbInCl6,3.7137,True,2.35,1.55,0.82,5,5.0,0.8,37.0,0.96,0.8,0.821386665,0.640883978,1,0,0,0,0.72,0.44198895,2.34,1.38,12,1.38,5.94,0.464646465,3.19,3.33,0.175438596,3.61272,1.3
K2RbGdCl6,3.2314,True,2.35,1.8,0.82,5,6.0,0.938,37.0,0.38,0.55,0.802737215,0.679005525,1,0,0,0,0.582,0.518232044,2.34,1.96,27,1.38,6.078,0.454096742,3.19,3.33,0.205701754,3.61272,1.01
K2RbDyCl6,4.5105,True,2.35,1.75,0.82,5,6.0,0.912,37.0,0.4,0.6,0.806185854,0.671823204,1,0,0,0,0.608,0.503867403,2.34,1.94,29,1.38,6.052,0.456047588,3.19,3.33,0.2,3.61272,1.02
K2RbErCl6,4.5391,True,2.35,1.75,0.82,5,6.0,0.89,37.0,0.42,0.6,0.809127163,0.665745856,1,0,0,0,0.63,0.491712707,2.34,1.92,31,1.38,6.03,0.457711443,3.19,3.33,0.195175439,3.61272,1.03
K2NaSmCl6,4.8597,True,1.8,1.85,0.82,3,6.0,0.958,11.0,0.24,0.05,0.871567844,0.54640884,1,0,0,0,0.062,0.529281768,2.23,1.99,51,1.38,5.598,0.493033226,3.19,2.83,0.313071895,3.61272,1.05
K2NaGdCl6,3.1345,True,1.8,1.8,0.82,3,6.0,0.938,11.0,0.27,0.0,0.874692863,0.540883978,1,0,0,0,0.082,0.518232044,2.23,1.96,53,1.38,5.578,0.494801004,3.19,2.83,0.306535948,3.61272,1.065
K2LiSmCl6,4.9171,True,1.45,1.85,0.82,2,6.0,0.958,3.0,0.19,0.4,0.914019631,0.474585635,1,0,0,0,0.198,0.529281768,2.18,1.99,59,1.38,5.338,0.517047583,3.19,2.57,0.420175439,3.61272,1.075
K2LiErCl6,5.0496,True,1.45,1.75,0.82,2,6.0,0.89,3.0,0.26,0.3,0.925813433,0.455801105,1,0,0,0,0.13,0.491712707,2.18,1.92,65,1.38,5.27,0.523719165,3.19,2.57,0.390350877,3.61272,1.11
K2LiLaCl6,4.554,True,1.45,1.95,0.82,2,6.0,1.032,3.0,0.12,0.5,0.901521949,0.495027624,1,0,0,0,0.272,0.570165746,2.18,2.06,54,1.38,5.412,0.509977827,3.19,2.57,0.452631579,3.61272,1.04
K2LiDyCl6,5.0198,True,1.45,1.75,0.82,2,6.0,0.912,3.0,0.24,0.3,0.921964624,0.461878453,1,0,0,0,0.152,0.503867403,2.18,1.94,63,1.38,5.292,0.52154195,3.19,2.57,0.4,3.61272,1.1
K2LiEuCl6,0.0,False,1.45,1.85,0.82,2,6.0,0.947,3.0,0.22,0.4,0.915907038,0.471546961,1,0,0,0,0.187,0.52320442,2.18,1.96,60,1.38,5.327,0.518115262,3.19,2.57,0.415350877,3.61272,1.09
K2TlInCl6,2.5682,False,1.9,1.55,0.82,6,5.0,0.8,81.0,0.16,0.35,0.82416162,0.635359116,1,0,0,0,0.7,0.44198895,1.54,1.38,32,1.38,5.92,0.466216216,3.19,3.31,0.177777778,3.61272,1.7
K2TlGaCl6,2.5197,False,1.9,1.3,0.82,6,4.0,0.62,81.0,0.19,0.6,0.850006409,0.585635359,1,0,0,0,0.88,0.342541436,1.54,1.35,50,1.38,5.74,0.480836237,3.19,3.31,0.137777778,3.61272,1.715
K2TlAsCl6,1.905,True,1.9,1.15,0.82,6,4.0,0.58,81.0,0.56,0.75,0.855971367,0.574585635,1,0,0,0,0.92,0.320441989,1.54,0.98,48,1.38,5.7,0.484210526,3.19,3.31,0.128888889,3.61272,1.9
K2AlTlCl6,3.8301,False,1.9,1.25,0.82,6,3.0,0.535,81.0,0.01,0.65,0.86278281,0.562154696,1,0,0,0,0.965,0.29558011,1.54,1.55,68,1.38,5.655,0.48806366,3.19,3.31,0.118888889,3.61272,1.615
K2RbGaCl6,3.5572,True,2.35,1.3,0.82,5,4.0,0.62,37.0,0.99,1.05,0.847054998,0.591160221,1,0,0,0,0.9,0.342541436,2.34,1.35,6,1.38,5.76,0.479166667,3.19,3.33,0.135964912,3.61272,1.315
K2RbAlCl6,4.487,True,2.35,1.25,0.82,5,3.0,0.535,37.0,0.79,1.1,0.859742166,0.567679558,1,0,0,0,0.985,0.29558011,2.34,1.55,24,1.38,5.675,0.486343612,3.19,3.33,0.117324561,3.61272,1.215
K2NaTmCl6,4.9718,True,1.8,1.75,0.82,3,6.0,0.88,11.0,0.32,0.05,0.883883476,0.524861878,1,0,0,0,0.14,0.486187845,2.23,1.91,58,1.38,5.52,0.5,3.19,2.83,0.287581699,3.61272,1.09
K2NaTlCl6,1.9894,True,1.8,1.9,0.82,3,6.0,1.5,11.0,0.69,0.1,0.794631399,0.696132597,1,0,0,0,0.48,0.828729282,2.23,1.54,70,1.38,6.14,0.449511401,3.19,2.83,0.490196078,3.61272,1.275
K2NaScCl6,3.9133,True,1.8,1.6,0.82,3,4.0,0.745,11.0,0.43,0.2,0.906042115,0.487569061,1,0,0,0,0.275,0.41160221,2.23,1.8,10,1.38,5.385,0.512534819,3.19,2.83,0.243464052,3.61272,1.145
K2NaTbCl6,4.9113,True,1.8,1.75,0.82,3,6.0,0.923,11.0,0.17,0.05,0.877051373,0.536740331,1,0,0,0,0.097,0.509944751,2.23,2.06,54,1.38,5.563,0.496135179,3.19,2.83,0.301633987,3.61272,1.015
K2NaLuCl6,5.0025,True,1.8,1.75,0.82,3,6.0,0.861,11.0,0.34,0.05,0.886936337,0.51961326,1,0,0,0,0.159,0.475690608,2.23,1.89,60,1.38,5.501,0.501726959,3.19,2.83,0.281372549,3.61272,1.1
K2NaEuCl6,0.0,False,1.8,1.85,0.82,3,6.0,0.947,11.0,0.27,0.05,0.873283836,0.543370166,1,0,0,0,0.073,0.52320442,2.23,1.96,52,1.38,5.587,0.494003938,3.19,2.83,0.309477124,3.61272,1.065
K2NaErCl6,4.9656,True,1.8,1.75,0.82,3,6.0,0.89,11.0,0.31,0.05,0.882285134,0.527624309,1,0,0,0,0.13,0.491712707,2.23,1.92,57,1.38,5.53,0.499095841,3.19,2.83,0.290849673,3.61272,1.085
